"Table S9: Differential expression statistics for those features that were significant and replicated in case-control comparisons. Based on N=351 independent samples/subjects and linear regression (two-sided p-values), see Methods.",,,,,,,,,,,,,,,,,,,,,,
Feature,Type,Symbol,EntrezID,EnsemblGeneID,AnnoClass,meanExprsAdult,Coordinates,log2FC_adj,pval_adj,fdr_adj,log2FC_qsva,pval_qsva,fdr_qsva,log2FC_pca,pval_pca,fdr_pca,CMC_log2FC_adj,CMC_pval_adj,CMC_log2FC_qsva,CMC_pval_qsva,CMC_log2FC_pca,CMC_pval_pca
e1137017,Exon,PIH1D1,55011,ENSG00000104872,InEns,10.65330566,chr19:49951258-49951831(-),-0.048476194,0.073549059,0.257673537,-0.081449983,0.000137892,0.08442822,-0.082518647,4.15E-05,0.019114126,-0.029144022,0.392196812,-0.045011481,0.026265596,-0.002521536,0.882817083
er185143,ER,ALDH1A1,216,ENSG00000165092,InEns,150.475009,chr9:75538935-75539048(*),-0.04233325,0.520538514,0.768456417,-0.231361799,0.000139223,0.097896715,-0.229416355,8.18E-06,0.017299074,-0.266885134,4.96E-06,-0.294546753,2.56E-09,-0.148837598,0.003039901
e601771,Exon,OLFM1,10439,ENSG00000130558,InEns,1217.697209,chr9:137987716-137987865(+),-0.047792152,0.344210241,0.595562909,-0.093684199,0.000139271,0.084778346,-0.081157895,0.000498346,0.057948231,-0.057353256,0.17154198,-0.063787662,0.013212726,-0.019907784,0.248154151
er77624,ER,GXYLT2,727936,ENSG00000172986,Novel,10.82056534,chr3:73026379-73026530(*),0.184342372,0.032431322,0.201847976,0.315713146,0.000139455,0.097896715,0.239782145,0.004238759,0.209178982,0.159337796,0.027965529,0.134395987,0.039014135,0.100910014,0.115409487
e834344,Exon,,NA,ENSG00000258520,InEns,8.585814107,chr14:69727007-69727284(-),0.176399256,0.011482446,0.092009259,0.122166314,0.000141533,0.085594133,0.068969876,0.018993815,0.268378523,0.090502045,0.100818373,0.082784262,0.007389168,0.052544733,0.046996998
e281131,Exon,ABLIM2,84448,ENSG00000163995,InEns,48.08446444,chr4:8021929-8022030(-),-0.052746311,0.485895626,0.7121934,-0.117135246,0.000142882,0.085787158,-0.096588019,0.000758807,0.068458036,-0.074363386,0.177063968,-0.063060819,0.049293208,-0.043478033,0.112276821
e909342,Exon,HMOX2,3163,ENSG00000103415,InEns,113.4377117,chr16:4557714-4557839(+),-0.069519513,0.034220149,0.168649745,-0.068406983,0.000142971,0.085787158,-0.089833429,3.47E-06,0.006093369,-0.016835148,0.700110922,-0.043722483,0.039044932,-0.005391396,0.730436353
e1114079,Exon,SCN1B,6324,ENSG00000105711,InEns,265.218956,chr19:35530021-35530123(+),-0.119818836,0.032724432,0.164479008,-0.140809986,0.000143219,0.085813012,-0.189886936,2.14E-07,0.001886186,-0.134492031,0.012321384,-0.121600979,0.003233159,-0.100185375,0.005047542
er124361,ER,CNOT6,57472,ENSG00000113300,InEns,1377.974773,chr5:180000988-180005337(*),0.059386638,0.215491441,0.511101506,0.068062188,0.000146428,0.099066121,0.069513122,0.000112867,0.054956657,0.085092716,0.026460427,0.057294681,0.01716358,0.022400513,0.269372663
e107021,Exon,KCNK1,3775,ENSG00000135750,InEns,57.34194537,chr1:233807017-233807445(+),-0.252768837,1.20E-05,0.002013472,-0.09110833,0.000146459,0.087010105,-0.076008569,0.00073778,0.067709905,-0.102426524,0.019215313,-0.097435914,0.000838548,-0.098170927,4.16E-05
er194346,ER,OLFM1,10439,ENSG00000130558,AltStartEnd,8442.359368,chr9:137987705-137987882(*),-0.049083531,0.353351907,0.644607071,-0.101434715,0.000147584,0.099066121,-0.07692145,0.00067487,0.106292863,-0.064402645,0.135737487,-0.065558444,0.014188091,-0.001379629,0.948694502
er266737,ER,GALNT16,57452,ENSG00000100626,InEns,97.97022113,chr14:69795167-69795288(*),0.205855619,0.01207646,0.12195147,0.131557261,0.00014889,0.099117216,0.071821085,0.036798798,0.431247867,0.058112631,0.45102483,0.097302312,0.047172176,0.080659927,0.077234712
ENSG00000111911,Gene,HINT3,135114,ENSG00000111911,InEns,24.38892803,chr6:126277927-126301387(+),-0.000878765,0.978513421,0.990337365,0.066720769,0.000149029,0.030990266,0.033773481,0.028041225,0.36111498,0.064286939,0.042859514,0.050240208,0.00472282,0.033495071,0.00824102
e1114069,Exon,SCN1B,6324,ENSG00000105711,InEns,599.6963407,chr19:35524616-35524643(+),-0.11274068,0.049282629,0.20632115,-0.14249972,0.000151257,0.087991154,-0.192767331,2.79E-07,0.001985177,-0.150783003,0.004832211,-0.12513735,0.003100216,-0.092743772,0.011107211
e661903,Exon,CYP2R1,120227,ENSG00000186104,InEns,3.777174093,chr11:14901883-14902314(-),0.046234979,0.193551281,0.437746222,0.101319949,0.000151789,0.087991154,0.098787946,0.000254151,0.043130908,0.057591575,0.059449817,0.042970382,0.044717337,0.054035234,0.01378475
er62340,ER,KANSL1L,151050,ENSG00000144445,InEns,1.495298748,chr2:211017576-211017608(*),0.204121214,0.004250615,0.072156091,0.239114291,0.000151908,0.099302254,0.237207512,0.000236909,0.073442393,0.196763326,0.002811618,0.178204523,0.002333878,0.09760349,0.091543983
ENSG00000113083,Gene,LOX,4015,ENSG00000113083,InEns,0.57222672,chr5:121398890-121413980(-),0.078435785,5.07E-05,0.002892477,0.063951515,0.000152072,0.031352852,0.030929237,0.028137428,0.361377203,0.078189866,5.07E-05,0.063286242,3.34E-06,0.026846793,0.012510427
e213729,Exon,,NA,ENSG00000272127,InEns,1.791539356,chr3:37027357-37028273(-),0.084524043,0.041839892,0.18856684,0.101919706,0.000152257,0.087991154,0.079209843,0.003452907,0.131965132,0.031425979,0.168563265,0.043831124,0.022536169,0.03189199,0.094081498
e350465,Exon,PRRC1,133619,ENSG00000164244,InEns,5.108636004,chr5:126889489-126890773(+),0.118411005,0.005124222,0.059060053,0.080439983,0.000152274,0.087991154,0.084595142,8.95E-05,0.027274449,0.044391142,0.201924981,0.039015535,0.046363176,0.023323039,0.179003298
e1155640,Exon,BID,637,ENSG00000015475,InEns,4.860630239,chr22:18222115-18222942(-),-0.0493641,0.161908664,0.39708833,-0.105330738,0.000153326,0.088174119,-0.071488458,0.006342441,0.172088552,-0.077844714,0.02571921,-0.069207389,0.010353535,-0.027107354,0.20552849
er289164,ER,MLST8,64223,ENSG00000167965,InEns,1133.319117,chr16:2258760-2259519(*),0.017682972,0.63176913,0.834825134,-0.084234454,0.000154207,0.099302254,-0.071613963,0.001141123,0.12861681,-0.182132845,0.003835235,-0.119032339,0.002022477,0.004875928,0.871440593
er10481,ER,RIMKLA,284716,ENSG00000177181,InEns,34.36625741,chr1:42846576-42846768(*),-0.283267432,0.006223054,0.087545039,-0.221335212,0.000154415,0.099302254,-0.200078194,0.000328858,0.08385437,-0.150524745,0.05054671,-0.176806873,0.003689988,-0.027847981,0.479814438
er138976,ER,HINT3,135114,ENSG00000111911,AltStartEnd,4923.642082,chr6:126298790-126301391(*),0.0179756,0.673296834,0.857538592,0.079192421,0.000157074,0.099619181,0.05625449,0.003882303,0.202694008,0.083016881,0.076696431,0.060307021,0.010802979,0.060034154,0.00111452
e636847,Exon,HPSE2,60495,ENSG00000172987,InEns,3.363161679,chr10:100401604-100401697(-),-0.085458216,0.304305115,0.558073806,-0.275817863,0.000157502,0.088797721,-0.243787447,8.18E-05,0.026283238,-0.292450625,1.38E-05,-0.260530416,2.11E-05,-0.207115123,0.000362163
er389195,ER,RNU6-1334P,NA,NA,Novel,27.27962843,chrY:1492095-1492432(*),-0.184424493,0.014687069,0.134992742,-0.294740226,0.000157801,0.099850499,-0.304765866,8.06E-05,0.048128471,-0.27615565,0.011422831,-0.234383047,0.033866409,-0.296786152,0.012478902
e823871,Exon,KLHL28,54813,ENSG00000179454,InEns,3.8947266,chr14:45393522-45398394(-),0.005641321,0.884222066,0.949970125,0.07296144,0.000158985,0.089393812,0.069870566,0.000449822,0.055639033,0.10438382,0.018312453,0.073735418,0.000637947,0.042739479,0.007701977
e526664,Exon,HR,55806,ENSG00000168453,InEns,26.33403129,chr8:21972582-21973275(-),-0.080761703,0.067608936,0.245768589,-0.114088322,0.000159838,0.089677974,-0.121276046,9.62E-05,0.028174005,-0.167002903,5.59E-05,-0.129421926,1.70E-05,-0.063241967,0.009655749
e930677,Exon,,100507534,ENSG00000261325,InEns,3.512518823,chr16:47920352-47921041(-),-0.335517728,2.32E-07,0.00028605,-0.201882806,0.000160658,0.089783193,-0.240531789,1.10E-05,0.01028522,-0.143619933,0.003201087,-0.141102581,0.001176436,-0.095552112,0.014442556
e236577,Exon,GXYLT2,727936,ENSG00000172986,InEns,0.954259476,chr3:73024128-73026077(+),0.043627113,0.104425547,0.312511366,0.082433715,0.000161042,0.089783193,0.070929882,0.000954152,0.075658829,0.060656032,0.007271846,0.052349559,0.010890624,0.063203777,0.000238533
ENSG00000172795,Gene,DCP2,167227,ENSG00000172795,InEns,4.80077652,chr5:112312399-112356667(+),0.032226982,0.379980055,0.636753384,0.070465063,0.000163376,0.032569815,0.030653882,0.012995264,0.274467217,0.083337563,0.022966889,0.061408997,0.00204184,-0.006463932,0.565334819
e578052,Exon,ALDH1A1,216,ENSG00000165092,InEns,41.66624559,chr9:75567851-75567930(-),-0.109510622,0.12654735,0.346840878,-0.242193781,0.000166365,0.090946903,-0.240616749,1.94E-06,0.004802463,-0.244834349,0.00010177,-0.289935992,3.95E-09,-0.228797363,1.23E-06
e969,Exon,TNFRSF18,8784,ENSG00000186891,InEns,1.121604971,chr1:1140750-1141060(-),-0.096446702,0.025891131,0.144162543,-0.142638042,0.000167499,0.091368118,-0.13829513,0.000389695,0.052551754,-0.067197723,0.002748166,-0.042819797,0.039484674,-0.040752724,0.043176049
ENSG00000162076,Gene,FLYWCH2,114984,ENSG00000162076,InEns,9.976065569,chr16:2933187-2949383(+),-0.025482728,0.405292177,0.658835358,-0.077264193,0.000168545,0.033188787,-0.035650904,0.019650801,0.319142546,-0.100529361,0.00952789,-0.078106112,0.001743391,-0.033535492,0.044709184
e834351,Exon,GALNT16,57452,ENSG00000100626,InEns,18.96848125,chr14:69787428-69787560(+),0.215125614,0.008704545,0.078904097,0.131312351,0.000170932,0.092519588,0.075276698,0.023937536,0.295715368,0.137685465,0.028958609,0.112420312,0.002802403,0.074001923,0.024453112
e930678,Exon,,100507534,ENSG00000261325,InEns,3.461195873,chr16:47883225-47883859(-),-0.322563924,1.64E-07,0.000236306,-0.206209856,0.000171863,0.092785857,-0.251874234,5.37E-06,0.00713968,-0.141797624,0.001727339,-0.117290838,0.005626868,-0.076478077,0.042561031
ENSG00000147231,Gene,CXorf57,55086,ENSG00000147231,InEns,1.90562058,chrX:105855160-105922672(+),0.023842762,0.370539708,0.630205538,0.080997909,0.000174564,0.033686635,0.072455525,0.000184744,0.058047698,0.098283875,1.37E-05,0.080729859,1.01E-05,0.072064178,1.44E-05
e999417,Exon,FMNL1,752,ENSG00000184922,InEns,17.30976291,chr17:43321158-43321611(+),-0.072519337,0.154262601,0.386841835,-0.117742592,0.000175392,0.093539122,-0.087641512,0.002129364,0.106757185,-0.123263942,0.004762298,-0.096930802,0.001003176,-0.046668543,0.067031729
e506878,Exon,CXorf57,55086,ENSG00000147231,InEns,0.774693295,chrX:105880990-105881635(+),0.028859217,0.259132262,0.512691528,0.08426437,0.000181025,0.094406549,0.093295841,5.83E-05,0.021994096,0.056463859,0.009462233,0.045859655,0.020600164,0.051794398,0.007135303
e954877,Exon,VPS9D1,9605,ENSG00000075399,InEns,30.3909209,chr16:89774835-89774939(-),0.013014015,0.737267566,0.874923285,-0.090119148,0.000181568,0.094406549,-0.08712407,0.000113718,0.029946008,-0.136835905,0.011449317,-0.094557148,0.01430801,-0.042032218,0.188868653
ENSG00000172986,Gene,GXYLT2,727936,ENSG00000172986,InEns,0.775239263,chr3:72937224-73047289(+),0.049986206,0.025828628,0.141278493,0.069458941,0.000182744,0.034709938,0.055114946,0.001292932,0.125960625,0.046071526,0.008261385,0.038519599,0.018215187,0.032307162,0.016435344
e917083,Exon,CCP110,9738,ENSG00000103540,InEns,20.52917086,chr16:19562518-19564730(+),0.009215504,0.87873933,0.947462883,0.087182457,0.000183418,0.094406549,0.097280266,1.38E-05,0.011543105,0.09315647,0.032480101,0.073552193,0.006480063,0.050752558,0.009721709
e917121,Exon,CCP110,9738,ENSG00000103540,InEns,20.60359656,chr16:19562518-19564722(+),0.00920709,0.878874328,0.947539617,0.087189396,0.000183657,0.094406549,0.097293165,1.38E-05,0.011543105,0.093177132,0.032503218,0.073564667,0.006486942,0.050748363,0.00974361
e283464,Exon,LDB2,9079,ENSG00000169744,InEns,81.66192263,chr4:16510164-16510309(-),-0.09551817,0.140417873,0.367499508,-0.097718987,0.00018429,0.094406549,-0.092736264,0.00012001,0.030924505,-0.068639713,0.119326151,-0.085729187,0.002823245,-0.036349408,0.121770019
e148075,Exon,NPAS2,4862,ENSG00000170485,InEns,1.263281924,chr2:101610905-101611042(+),0.188508837,5.93E-05,0.005027917,0.173452518,0.000184484,0.094406549,0.173175774,0.000192841,0.038278618,0.046502345,0.100822708,0.060214254,0.030814269,0.070525735,0.016314017
e729642,Exon,A2M,2,ENSG00000175899,InEns,6.824904075,chr12:9268360-9268753(-),-0.446500043,2.96E-06,0.00093401,-0.192973213,0.000185668,0.094527071,-0.065275913,0.148833299,0.575141317,-0.164399104,0.009615041,-0.112918899,0.022549411,-0.076379164,0.029709338
e1114072,Exon,SCN1B,6324,ENSG00000105711,InEns,100.7378962,chr19:35530701-35530977(+),-0.04749779,0.428475679,0.667093859,-0.158380383,0.00018701,0.094850972,-0.18068472,7.03E-06,0.008412131,-0.235035433,0.001274927,-0.1327976,0.006068609,-0.099734299,0.006831061
e941581,Exon,PARD6A,50855,ENSG00000102981,InEns,26.63145751,chr16:67695358-67695490(+),-0.017998498,0.778287452,0.89729361,-0.126518131,0.00019066,0.094850972,-0.126606376,2.16E-05,0.014388008,-0.095321067,0.128780874,-0.10192411,0.018391099,-0.007289939,0.801206613
e402881,Exon,FAM135A,57579,ENSG00000082269,InEns,8.087996953,chr6:71269419-71270873(+),0.102659578,0.069032715,0.248717687,0.096687367,0.000192823,0.09485388,0.104726758,3.90E-05,0.018698511,0.093905637,0.118398649,0.066440071,0.040114266,0.071251655,0.008735051
e402996,Exon,FAM135A,57579,ENSG00000082269,InEns,8.08244201,chr6:71269419-71270874(+),0.102651184,0.069026114,0.248702435,0.096677586,0.000192847,0.09485388,0.104717259,3.90E-05,0.018698511,0.093907597,0.11835009,0.066447244,0.040073305,0.071255315,0.008724946
e834350,Exon,GALNT16,57452,ENSG00000100626,InEns,9.08895033,chr14:69726895-69727184(+),0.163273212,0.016938705,0.114040379,0.120926802,0.000193075,0.09485388,0.068448573,0.020832365,0.278766403,0.07762211,0.163992172,0.077072521,0.016374585,0.045110064,0.089253273
e1114066,Exon,SCN1B,6324,ENSG00000105711,InEns,74.2579016,chr19:35530701-35531352(+),-0.04075251,0.48161645,0.709215386,-0.155184736,0.000193295,0.09485388,-0.171606784,1.37E-05,0.011543105,-0.248186711,0.000909023,-0.139501881,0.002756736,-0.111383656,0.000997764
e834372,Exon,GALNT16,57452,ENSG00000100626,InEns,8.966019582,chr14:69726891-69727184(+),0.162893848,0.016942076,0.114048312,0.120645682,0.000193412,0.09485388,0.06833267,0.020759947,0.278333581,0.077544483,0.162841138,0.076963608,0.016110811,0.04508478,0.088170894
ENSG00000172987,Gene,HPSE2,60495,ENSG00000172987,InEns,1.392318954,chr10:100218875-100995619(-),-0.016537424,0.738771093,0.878383099,-0.152871432,0.000194007,0.036277846,-0.103321718,0.000848603,0.103749854,-0.180213497,1.32E-06,-0.164677093,7.54E-07,-0.105052394,0.000186211
e402859,Exon,FAM135A,57579,ENSG00000082269,InEns,8.066047384,chr6:71269419-71270877(+),0.102589255,0.069111894,0.2488642,0.09659507,0.000194578,0.095141962,0.104617979,3.95E-05,0.018862079,0.093852415,0.118454646,0.066384126,0.040187948,0.071223346,0.008731286
e834387,Exon,GALNT16,57452,ENSG00000100626,InEns,9.749939563,chr14:69726918-69727184(+),0.16762158,0.015559576,0.108902771,0.122346373,0.000195208,0.0951958,0.070177112,0.019669816,0.272528442,0.080271956,0.157797714,0.079591548,0.01498943,0.047105071,0.08290059
e855062,Exon,GABRA5,2558,ENSG00000186297,InEns,87.31282203,chr15:27128484-27128560(+),0.085155393,0.378663915,0.625527213,0.124825838,0.000196573,0.095312443,0.141639331,1.70E-05,0.012623569,0.134624726,0.037253742,0.08540704,0.009651792,0.08987673,0.006740988
e1143734,Exon,ZNF525,NA,ENSG00000203326,InEns,1.152159076,chr19:53888223-53888484(+),0.048087192,0.213518901,0.462029178,0.12336817,0.000196628,0.095312443,0.135520217,4.55E-05,0.019824784,0.066173817,0.083568721,0.059631282,0.034325928,0.053413064,0.061036893
e356913,Exon,IGIP,492311,ENSG00000182700,InEns,30.73673719,chr5:139505521-139508391(+),0.006343216,0.883559233,0.949683802,0.068160374,0.000196997,0.095312443,0.044346796,0.016623451,0.254277845,0.076966304,0.069753876,0.05494236,0.013767577,0.01385702,0.453739842
e281283,Exon,ABLIM2,84448,ENSG00000163995,InEns,23.09052961,chr4:7968086-7968830(-),-0.046497637,0.360464016,0.609853252,-0.085181795,0.000197205,0.095312443,-0.070449036,0.00093779,0.075141611,-0.088486796,0.046449366,-0.061063449,0.040002458,-0.031384721,0.180868623
ENSG00000182700,Gene,IGIP,492311,ENSG00000182700,InEns,30.73673719,chr5:139505521-139508391(+),0.006343216,0.883581599,0.951167232,0.068160374,0.000197463,0.03649513,0.009855715,0.504349596,0.854573852,0.076965403,0.069807506,0.054941275,0.013785361,0.018612254,0.173371669
e588504,Exon,PTBP3,9991,ENSG00000119314,InEns,4.508868232,chr9:114980715-114986263(-),0.034251646,0.368116503,0.616276497,0.064741167,0.000200781,0.096040366,0.085894039,5.92E-06,0.007609917,0.08029431,0.019886761,0.057963797,0.002126787,0.040361961,0.006611319
e740707,Exon,GXYLT1,283464,ENSG00000151233,InEns,1.930034186,chr12:42475647-42481749(-),0.031901044,0.23690002,0.488698705,0.054701767,0.000201746,0.096056794,0.063834136,1.36E-05,0.011537976,0.059272589,0.006484954,0.049297389,0.000776158,0.022390922,0.091012083
e283472,Exon,LDB2,9079,ENSG00000169744,InEns,79.13023402,chr4:16510158-16510309(-),-0.094341624,0.143737877,0.372220103,-0.096662806,0.000204373,0.096450768,-0.091874367,0.000131618,0.032484829,-0.066961562,0.12846871,-0.084714604,0.003034187,-0.035639886,0.127458119
e330407,Exon,GHR,2690,ENSG00000112964,InEns,0.711819085,chr5:42718555-42719893(+),0.054597519,0.018734663,0.120671224,0.073048359,0.000207043,0.096759979,0.088081826,2.30E-05,0.014771271,0.104997805,1.80E-05,0.080344917,0.000152455,0.079331571,0.000309601
e379807,Exon,FAM65B,9750,ENSG00000111913,InEns,9.810960552,chr6:24804513-24806701(-),0.105750001,0.034738373,0.170039049,0.095782405,0.000207102,0.096759979,0.127460099,1.56E-06,0.004402956,0.124476993,0.001543126,0.106514274,1.52E-05,0.088172756,2.43E-05
e578044,Exon,ALDH1A1,216,ENSG00000165092,InEns,82.39598294,chr9:75567851-75567878(-),-0.091437425,0.204152588,0.450697709,-0.240087958,0.00020903,0.097228348,-0.251326166,1.50E-06,0.004344381,-0.214310824,0.001043315,-0.272237935,8.29E-08,-0.209624558,1.21E-05
ENSG00000157557,Gene,ETS2,2114,ENSG00000157557,InEns,28.79212038,chr21:40177231-40196879(+),-0.06860142,0.056888041,0.223275842,-0.107147034,0.000212278,0.037399898,-0.056099298,0.007546105,0.233094701,-0.07094559,0.023899015,-0.085043574,0.00102598,-0.024958486,0.181348232
e789663,Exon,LINC00507,100862680,ENSG00000256193,InEns,13.08308836,chr12:128418835-128418894(+),-0.362707386,0.000131094,0.007843615,-0.258195661,0.000213573,0.097790484,-0.250727848,8.00E-05,0.026010389,-0.183349013,0.004478239,-0.182432859,0.000689101,-0.134339658,0.004647495
e502889,Exon,RLIM,51132,ENSG00000131263,InEns,11.64648374,chrX:73805052-73812896(-),0.009861877,0.760134298,0.887375899,0.057944302,0.000214106,0.097790484,0.059259061,5.42E-06,0.007185399,0.068405574,0.050232013,0.027972518,0.043217528,0.014630378,0.157635426
e729715,Exon,A2M,2,ENSG00000175899,InEns,9.006362498,chr12:9268360-9268657(-),-0.463616323,3.95E-06,0.001064553,-0.198501411,0.000217217,0.098527012,-0.0648798,0.171350552,0.603824096,-0.17578611,0.00820039,-0.120952086,0.01893557,-0.080658892,0.027893571
e283497,Exon,LDB2,9079,ENSG00000169744,InEns,80.04588471,chr4:16510158-16510306(-),-0.092982854,0.149120057,0.379800769,-0.095820825,0.000218685,0.098628004,-0.091324784,0.000133162,0.032548783,-0.066427293,0.130467678,-0.084068869,0.003384202,-0.034302476,0.144272051
e14603,Exon,PLA2G5,5322,ENSG00000127472,InEns,3.49075167,chr1:20417061-20417683(+),-0.092683511,0.179597144,0.420131011,-0.211062695,0.000218849,0.098628004,-0.184995659,0.00016794,0.036098045,-0.11888021,0.005317524,-0.122046411,0.001252447,-0.071020239,0.032731243
ENSG00000164244,Gene,PRRC1,133619,ENSG00000164244,InEns,1.725323283,chr5:126853301-126890781(+),0.059856059,0.010067505,0.081849803,0.046972377,0.000220048,0.038187032,0.040419591,0.000177742,0.057938955,0.046742043,0.024858623,0.032819356,0.00809447,0.019036115,0.011998526
ENSG00000170946,Gene,DNAJC24,120526,ENSG00000170946,InEns,1.722608108,chr11:31391387-31453396(+),0.011787096,0.520814939,0.744877146,0.051458115,0.000232843,0.038846238,0.039213625,0.004314865,0.192501544,0.040744602,0.051501688,0.026707222,0.02597657,0.026764522,0.005471376
ENSG00000144152,Gene,FBLN7,129804,ENSG00000144152,InEns,2.433811624,chr2:112895962-112945791(+),-0.154542594,0.0009161,0.018024613,-0.125414484,0.000237587,0.038865506,-0.087401289,0.006892845,0.226707492,-0.099462426,1.85E-06,-0.089913277,2.65E-07,-0.06889664,1.50E-05
ENSG00000082497,Gene,SERTAD4,56256,ENSG00000082497,InEns,2.406897043,chr1:210406144-210419976(+),-0.170280229,7.01E-07,0.000219508,-0.100623279,0.000272271,0.042647548,-0.088184945,0.00089914,0.105800294,-0.085302858,0.001143,-0.094353559,2.35E-06,-0.070549892,9.29E-05
ENSG00000157107,Gene,FCHO2,115548,ENSG00000157107,InEns,3.603549461,chr5:72251808-72386349(+),0.06751092,0.083460964,0.279036087,0.067334427,0.000276036,0.042682912,0.025221535,0.081944601,0.516089551,0.063597784,0.032120881,0.034216824,0.029100452,0.015017863,0.178239635
ENSG00000140474,Gene,ULK3,25989,ENSG00000140474,InEns,22.90081323,chr15:75128457-75135687(-),-0.011571606,0.715258938,0.867587524,-0.069720054,0.000301528,0.044897854,-0.036756534,0.0104172,0.257732374,-0.096094852,0.004451534,-0.053086573,0.008739315,-0.022206702,0.063052039
ENSG00000269906,Gene,,NA,ENSG00000269906,InEns,0.725171177,chr14:51129229-51129896(-),0.096648736,0.018602747,0.116836196,0.112177303,0.000318795,0.045280806,0.044073482,0.109055835,0.555610363,0.043012585,0.040385923,0.046064641,0.011625202,0.031479465,0.07325345
ENSG00000130734,Gene,ATG4D,84971,ENSG00000130734,InEns,5.848416135,chr19:10654571-10664094(+),0.020518278,0.53368052,0.754067566,-0.06449371,0.000318855,0.045280806,-0.014022786,0.319584527,0.756673564,-0.066101621,0.040580848,-0.046314294,0.031379279,0.00769888,0.543474754
ENSG00000131263,Gene,RLIM,51132,ENSG00000131263,InEns,11.06979183,chrX:73805052-73834452(-),0.008536175,0.789559066,0.90581179,0.056603497,0.000324748,0.045280806,0.028482904,0.007326037,0.230974354,0.068537628,0.046098445,0.027305143,0.04222443,0.013243252,0.0718928
ENSG00000146247,Gene,PHIP,55023,ENSG00000146247,InEns,3.353525802,chr6:79645584-79787953(-),0.041106686,0.230444147,0.490364654,0.050990054,0.000331659,0.045978581,0.02682513,0.023338558,0.339623354,0.078433207,0.002043692,0.051206254,7.52E-05,0.028490439,0.00173154
ENSG00000131398,Gene,KCNC3,3748,ENSG00000131398,InEns,12.78122001,chr19:50815194-50836772(-),-0.065036616,0.229090818,0.488519158,-0.093678169,0.000338918,0.04671641,-0.073614251,0.004893195,0.202967673,-0.080946342,0.005488178,-0.06222458,0.001438899,-0.014114303,0.30341451
ENSG00000072954,Gene,TMEM38A,79041,ENSG00000072954,InEns,17.05231673,chr19:16771938-16800840(+),-0.108045486,0.020283578,0.123306572,-0.070796557,0.000347636,0.047176422,-0.06790548,0.000100318,0.041721835,-0.132975188,5.47E-05,-0.102945457,3.73E-06,-0.047467882,0.003447038
ENSG00000167779,Gene,IGFBP6,3489,ENSG00000167779,InEns,8.082377848,chr12:53491220-53496129(+),-0.101227553,0.002891295,0.037097781,-0.097241779,0.00035086,0.047176422,-0.050102425,0.028054451,0.36111498,-0.097664883,0.004780354,-0.066032004,0.006295535,-0.008964185,0.637359686
ENSG00000259319,Gene,,NA,ENSG00000259319,InEns,1.920364042,chr14:75890386-75894444(-),-0.102624141,0.000203235,0.006734099,-0.064908776,0.000377212,0.04980026,-0.046234198,0.004569788,0.195568996,-0.028766308,0.169689303,-0.037779349,0.02067572,-0.04411027,0.001644901
ENSG00000041515,Gene,MYO16,23026,ENSG00000041515,InEns,1.498592886,chr13:109248500-109860355(+),0.04404246,0.13547516,0.367734057,0.07175048,0.000377806,0.04980026,0.067895939,0.000224179,0.066761049,0.051386334,0.012288163,0.037026997,0.016411241,0.014821473,0.254624976
ENSG00000106080,Gene,FKBP14,55033,ENSG00000106080,InEns,1.988426184,chr7:30050203-30066300(-),0.070066634,0.003322317,0.040756432,0.052070888,0.000399234,0.051151739,0.035378459,0.010767781,0.259895509,0.064581302,0.000952666,0.046012196,0.000294897,0.032692547,0.003582456
ENSG00000174749,Gene,C4orf32,132720,ENSG00000174749,InEns,0.6206806,chr4:113066553-113116412(+),0.02589994,0.259316502,0.524264367,0.046586445,0.000402535,0.051151739,0.030054598,0.004992361,0.204769926,0.034036491,0.004882868,0.026250769,0.002371821,0.022580511,0.002527305
ENSG00000092140,Gene,G2E3,55632,ENSG00000092140,InEns,1.91586224,chr14:31028329-31089269(+),0.016691925,0.632305522,0.819642285,0.047132946,0.000409922,0.051619161,0.020711287,0.052158261,0.448475333,0.045520299,0.084923926,0.028737505,0.030914244,-0.012539272,0.181870823
ENSG00000077684,Gene,JADE1,79960,ENSG00000077684,InEns,3.842855102,chr4:129730779-129796379(+),0.094429994,2.55E-06,0.000452137,0.063711287,0.000419518,0.052169994,0.047485017,0.000951557,0.109599487,0.049835207,0.007887602,0.028860083,0.034686014,0.019527946,0.057247802
ENSG00000041353,Gene,RAB27B,5874,ENSG00000041353,InEns,6.76334747,chr18:52385091-52562747(+),-0.071143539,0.274164464,0.538370655,0.077660751,0.000419575,0.052169994,0.052236389,0.007717825,0.234765923,0.120853856,0.024782101,0.105123111,5.21E-05,0.061475651,0.000415553
ENSG00000087116,Gene,ADAMTS2,9509,ENSG00000087116,InEns,0.519392931,chr5:178537852-178772431(-),0.171931248,2.56E-10,2.10E-06,0.075877954,0.000435559,0.053604868,0.077869654,7.97E-05,0.039453128,0.035593877,0.008906285,0.036180409,0.001638666,0.029557789,0.003148037
ENSG00000101079,Gene,NDRG3,57446,ENSG00000101079,InEns,67.15759341,chr20:35280169-35374481(-),-0.131461936,0.000780787,0.016152784,-0.044277804,0.000462377,0.05553593,-0.050737833,3.64E-05,0.036481971,-0.022089701,0.484201997,-0.035846547,0.007421183,-0.016815525,0.134817328
