GeneName_ENSEMBLGeneID,gene,function,DESeq2 baseMean expression,Pritzker_FoldChange,Pritzker_Pvalue,Pritzker_FDR,Stanley_FoldChange,Stanley Pvalue,Stanley_FDR
ENSG00000119927,GPAM,"glycerol-3-phosphate acyltransferase, mitochondrial [Source:HGNC Symbol;Acc:HGNC:24865]",778.7274248,0.482017478,0.01927836,0.199660356,0.57213318,0.006860784,0.072339765
ENSG00000148737,TCF7L2,"transcription factor 7-like 2 (T-cell specific, HMG-box) [Source:HGNC Symbol;Acc:HGNC:11641]",510.5480478,0.284246892,0.031721668,0.238346376,0.630795004,3.08E-05,0.003115072
ENSG00000228169,PPIAP19,peptidylprolyl isomerase A (cyclophilin A) pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:31663],18.95674517,0.665877652,0.002305518,0.102558507,1.392985422,0.005039826,NA
ENSG00000165832,TRUB1,TruB pseudouridine (psi) synthase family member 1 [Source:HGNC Symbol;Acc:HGNC:16060],1064.94659,-0.23456712,0.0370681,0.250894064,-0.323322011,0.012651771,0.102340991
ENSG00000165868,HSPA12A,heat shock 70kDa protein 12A [Source:HGNC Symbol;Acc:HGNC:19022],7184.457157,-0.315914445,0.011253747,0.167704342,-0.304113776,1.54E-05,0.002045831
ENSG00000170370,EMX2,empty spiracles homeobox 2 [Source:HGNC Symbol;Acc:HGNC:3341],500.0331844,0.440864113,0.023511531,0.2148426,0.772704578,2.24E-06,0.00072433
ENSG00000151929,BAG3,BCL2-associated athanogene 3 [Source:HGNC Symbol;Acc:HGNC:939],1910.796635,0.910796276,0.023304962,0.213899517,1.147186813,0.000386473,0.013800188
ENSG00000198825,INPP5F,inositol polyphosphate-5-phosphatase F [Source:HGNC Symbol;Acc:HGNC:17054],8112.578523,-0.283071423,0.029813607,0.232720519,-0.248712147,0.000757038,0.019345124
ENSG00000188916,FAM196A,"family with sequence similarity 196, member A [Source:HGNC Symbol;Acc:HGNC:33859]",204.5851498,-0.187922171,0.04110887,0.262330575,-0.427613672,0.036151658,0.189102173
ENSG00000203772,SPRN,shadow of prion protein homolog (zebrafish) [Source:HGNC Symbol;Acc:HGNC:16871],2690.698884,-0.348705208,0.013475323,0.178587153,-0.3783678,0.003418822,0.049624605
ENSG00000142089,IFITM3,interferon induced transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:5414],1401.897413,0.849588769,0.002180936,0.100654731,0.867518443,0.00249375,0.04081311
ENSG00000078902,TOLLIP,toll interacting protein [Source:HGNC Symbol;Acc:HGNC:16476],14802.08588,-0.276301342,0.014934658,0.183350409,-0.286648327,0.000764912,0.019478966
ENSG00000233930,KRTAP5-AS1,KRTAP5-1/KRTAP5-2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27877],334.6231706,-0.392739181,0.041118767,0.262330575,-0.624213526,0.008381953,0.081315545
ENSG00000110651,CD81,CD81 molecule [Source:HGNC Symbol;Acc:HGNC:1701],7783.705347,0.271713676,0.004460892,0.124775439,0.251457015,0.005102094,0.061405144
ENSG00000250404,No Gene Symbol Available,,166.4921003,0.33621379,0.006686019,0.14234819,0.527951077,0.015576319,0.11576849
ENSG00000166313,APBB1,"amyloid beta (A4) precursor protein-binding, family B, member 1 (Fe65) [Source:HGNC Symbol;Acc:HGNC:581]",20319.20354,-0.204991772,0.0243063,0.217680667,-0.217752814,0.004109919,0.054833376
ENSG00000166340,TPP1,tripeptidyl peptidase I [Source:HGNC Symbol;Acc:HGNC:2073],6872.638045,0.227209434,0.043438564,0.266419282,0.411958668,5.98E-05,0.00466221
ENSG00000130413,STK33,serine/threonine kinase 33 [Source:HGNC Symbol;Acc:HGNC:14568],114.1686796,0.365166009,0.012584654,0.175292019,0.562008292,0.037110134,0.191794878
ENSG00000175352,NRIP3,nuclear receptor interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:1167],2544.778015,-0.251432606,0.037680126,0.252641594,-0.396823033,2.07E-07,0.000223909
ENSG00000072952,MRVI1,murine retrovirus integration site 1 homolog [Source:HGNC Symbol;Acc:HGNC:7237],3294.004354,0.601475562,0.006386789,0.140762845,0.885903097,1.32E-05,0.001895602
ENSG00000166689,PLEKHA7,"pleckstrin homology domain containing, family A member 7 [Source:HGNC Symbol;Acc:HGNC:27049]",309.765081,0.326288155,0.025681097,0.221375223,0.457539114,0.03871408,0.196005982
ENSG00000129159,KCNC1,"potassium channel, voltage gated Shaw related subfamily C, member 1 [Source:HGNC Symbol;Acc:HGNC:6233]",4422.114185,-0.294669731,0.027574649,0.225559421,-0.342950751,2.26E-05,0.002640413
ENSG00000110756,HPS5,Hermansky-Pudlak syndrome 5 [Source:HGNC Symbol;Acc:HGNC:17022],408.5382653,0.259873129,0.040150772,0.259172533,0.423199296,0.001849913,0.034152918
ENSG00000165973,NELL1,neural EGFL like 1 [Source:HGNC Symbol;Acc:HGNC:7750],1007.216476,-0.431441691,0.027925245,0.226936153,-0.449710818,0.005235371,0.062372128
ENSG00000129151,BBOX1,"butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1 [Source:HGNC Symbol;Acc:HGNC:964]",188.3586513,0.4625103,0.037902081,0.253592507,0.698526824,0.006784167,0.072078998
ENSG00000176697,BDNF,brain-derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:1033],421.3993568,-0.524886697,0.000662204,0.076210679,-0.335438037,0.043355295,0.208446341
ENSG00000007372,PAX6,paired box 6 [Source:HGNC Symbol;Acc:HGNC:8620],961.5669297,0.415521943,0.00937969,0.15789382,0.562253254,3.34E-05,0.003303661
ENSG00000213713,PIGCP1,"phosphatidylinositol glycan anchor biosynthesis, class C, pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:8961]",634.6690816,-0.246016789,0.016002285,0.187664705,-0.509757243,0.032375699,0.179320922
ENSG00000110427,KIAA1549L,KIAA1549-like [Source:HGNC Symbol;Acc:HGNC:24836],10238.25926,-0.313330027,0.039241509,0.25689041,-0.220088234,0.012577353,0.102340991
ENSG00000052841,TTC17,tetratricopeptide repeat domain 17 [Source:HGNC Symbol;Acc:HGNC:25596],1275.026174,0.103754974,0.048590641,0.277501375,0.2219686,0.007588972,0.07645105
ENSG00000246250,RP11-613D13.5,,17.96576399,0.478791134,0.01307522,0.17700297,1.88738043,0.003324954,NA
ENSG00000019505,SYT13,synaptotagmin XIII [Source:HGNC Symbol;Acc:HGNC:14962],7991.659332,-0.358671768,0.024827988,0.219686244,-0.234843507,0.007260273,0.074393406
ENSG00000149091,DGKZ,"diacylglycerol kinase, zeta [Source:HGNC Symbol;Acc:HGNC:2857]",39493.10192,-0.237914245,0.044669882,0.268886213,-0.176083715,0.007127394,0.073849151
ENSG00000110492,MDK,midkine (neurite growth-promoting factor 2) [Source:HGNC Symbol;Acc:HGNC:6972],182.2512018,0.476708707,0.008033023,0.150564756,0.47278129,0.013943115,0.108387608
ENSG00000180720,CHRM4,"cholinergic receptor, muscarinic 4 [Source:HGNC Symbol;Acc:HGNC:1953]",770.6114357,-0.38030579,0.029250377,0.231111042,-0.463341828,0.048826473,0.222926644
ENSG00000183908,LRRC55,leucine rich repeat containing 55 [Source:HGNC Symbol;Acc:HGNC:32324],555.0594035,-0.344554673,0.040956923,0.261639756,-0.527580321,0.004268443,0.055803748
ENSG00000187049,TMEM216,transmembrane protein 216 [Source:HGNC Symbol;Acc:HGNC:25018],163.6611581,0.292120976,0.001544098,0.090531569,0.543453349,0.001995425,0.035635852
ENSG00000149499,EML3,echinoderm microtubule associated protein like 3 [Source:HGNC Symbol;Acc:HGNC:26666],1129.203798,0.320105109,0.049389075,0.27908096,0.413016575,0.009763282,0.089453854
ENSG00000149489,ROM1,retinal outer segment membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:10254],391.8706486,0.421569636,0.015445088,0.186036777,0.43253955,0.017891621,0.126313283
ENSG00000188070,C11orf95,chromosome 11 open reading frame 95 [Source:HGNC Symbol;Acc:HGNC:28449],1905.925232,-0.272351792,0.024565627,0.218730844,-0.194937287,0.020564689,0.137828076
ENSG00000256116,RP11-783K16.14,,4.386248832,0.697406262,0.012060558,NA,2.12229079,0.023285119,NA
ENSG00000251562,MALAT1,metastasis associated lung adenocarcinoma transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:29665],136865.7416,0.47080371,0.012484105,0.175292019,0.249952072,0.031011721,0.175803996
ENSG00000172638,EFEMP2,EGF containing fibulin-like extracellular matrix protein 2 [Source:HGNC Symbol;Acc:HGNC:3219],1067.678075,0.304699204,0.032513826,0.240607338,0.386437008,0.007208771,0.074217707
ENSG00000173898,SPTBN2,"spectrin, beta, non-erythrocytic 2 [Source:HGNC Symbol;Acc:HGNC:11276]",26333.24015,-0.273689822,0.037507385,0.252170287,-0.217133137,0.012908238,0.10334563
ENSG00000110090,CPT1A,carnitine palmitoyltransferase 1A (liver) [Source:HGNC Symbol;Acc:HGNC:2328],1449.855161,0.263167821,0.014818272,0.183020286,0.329979952,0.00746773,0.075681565
ENSG00000131626,PPFIA1,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1 [Source:HGNC Symbol;Acc:HGNC:9245]",1864.283067,0.280738482,0.002625174,0.105545344,0.425252778,0.000376311,0.013624991
ENSG00000137486,ARRB1,"arrestin, beta 1 [Source:HGNC Symbol;Acc:HGNC:711]",4329.010209,-0.315554583,0.012286287,0.174202699,-0.341256019,0.017054633,0.122472106
ENSG00000150672,DLG2,"discs, large homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:2901]",7771.024712,-0.22001837,0.025340673,0.22095495,-0.181480225,0.000240482,0.010864522
ENSG00000255311,RP11-160H12.2,,19.82624536,0.49959379,0.027100048,0.223759733,1.19126377,0.023373939,NA
ENSG00000254713,HNRNPA1P72,heterogeneous nuclear ribonucleoprotein A1 pseudogene 72 [Source:HGNC Symbol;Acc:HGNC:48802],23.20686189,0.530099691,0.023645901,0.214850896,0.707593815,0.043549562,NA
ENSG00000110218,PANX1,pannexin 1 [Source:HGNC Symbol;Acc:HGNC:8599],506.4183916,-0.420263323,0.004199064,0.122903291,-0.760737946,2.78E-05,0.002966137
ENSG00000168876,ANKRD49,ankyrin repeat domain 49 [Source:HGNC Symbol;Acc:HGNC:25970],214.6374438,0.145932764,0.03293053,0.241787252,0.30993881,0.049976027,0.225946728
ENSG00000166025,AMOTL1,angiomotin like 1 [Source:HGNC Symbol;Acc:HGNC:17811],1793.487139,-0.244484852,0.038860366,0.256224728,-0.256327788,0.008777741,0.08378283
ENSG00000152404,CWF19L2,"CWF19-like 2, cell cycle control (S. pombe) [Source:HGNC Symbol;Acc:HGNC:26508]",877.8469243,0.197323554,0.014661677,0.182780044,0.303320309,0.007037713,0.073245612
ENSG00000170290,SLN,sarcolipin [Source:HGNC Symbol;Acc:HGNC:11089],183.5268499,-0.449037248,0.023211013,0.213529891,-0.504383941,0.010617182,0.09364117
ENSG00000185742,C11orf87,chromosome 11 open reading frame 87 [Source:HGNC Symbol;Acc:HGNC:33788],3920.779856,-0.397874929,0.023640023,0.214850896,-0.33651926,0.00045535,0.015053186
ENSG00000137727,ARHGAP20,Rho GTPase activating protein 20 [Source:HGNC Symbol;Acc:HGNC:18357],1309.090916,-0.484235136,0.004265167,0.123753885,-0.539029087,8.78E-06,0.001497607
ENSG00000150768,DLAT,dihydrolipoamide S-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:2896],1335.610506,-0.266991417,0.006979169,0.144090885,-0.260156095,0.002897003,0.044650354
ENSG00000254428,RP11-110I1.11,,45.52149542,0.30792399,0.026545449,0.222186419,0.956638684,0.002681892,NA
ENSG00000154127,UBASH3B,ubiquitin associated and SH3 domain containing B [Source:HGNC Symbol;Acc:HGNC:29884],496.3724802,-0.409739976,0.005641903,0.134166857,-0.441855941,0.003179776,0.047429517
ENSG00000109971,HSPA8,heat shock 70kDa protein 8 [Source:HGNC Symbol;Acc:HGNC:5241],36087.9458,-0.279150716,0.019391478,0.200350877,-0.408911256,5.94E-05,0.00466221
ENSG00000154134,ROBO3,roundabout guidance receptor 3 [Source:HGNC Symbol;Acc:HGNC:13433],995.8293256,0.457588819,0.001723352,0.093115657,0.620393535,0.000628439,0.017902921
ENSG00000254938,RP11-688I9.4,,50.15281941,0.426146501,0.037983389,0.253829869,0.777599536,0.01282894,NA
ENSG00000078246,TULP3,tubby like protein 3 [Source:HGNC Symbol;Acc:HGNC:12425],461.3368586,0.411577541,0.006680266,0.14234819,0.736079638,0.000322146,0.012854502
ENSG00000118971,CCND2,cyclin D2 [Source:HGNC Symbol;Acc:HGNC:1583],6156.947185,-0.274664759,0.017691384,0.1938583,-0.211705467,0.002172071,0.037384157
ENSG00000010219,DYRK4,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4 [Source:HGNC Symbol;Acc:HGNC:3095],169.663033,0.148973998,0.021993041,0.210367804,0.308071584,0.03826652,0.194896121
ENSG00000151079,KCNA6,Potassium voltage-gated channel subfamily A member 6  [Source:UniProtKB/Swiss-Prot;Acc:P17658],1500.702756,-0.356287656,0.01434091,0.182164094,-0.483266936,0.002895232,0.044650354
ENSG00000111262,KCNA1,"potassium channel, voltage gated shaker related subfamily A, member 1 [Source:HGNC Symbol;Acc:HGNC:6218]",2222.895829,-0.435276676,0.030200829,0.233994325,-0.536750771,1.52E-05,0.002045831
ENSG00000110799,VWF,von Willebrand factor [Source:HGNC Symbol;Acc:HGNC:12726],6174.283459,0.453022362,0.044027543,0.267316774,0.605550699,0.00594819,0.067572686
ENSG00000215039,CD27-AS1,CD27 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43896],510.7879997,0.154425617,0.039628474,0.257930574,0.21954066,0.038418749,0.195364387
ENSG00000111669,TPI1,triosephosphate isomerase 1 [Source:HGNC Symbol;Acc:HGNC:12009],10355.39943,-0.189505973,0.030354525,0.234791823,-0.194920626,0.006136517,0.068867131
ENSG00000139182,CLSTN3,calsyntenin 3 [Source:HGNC Symbol;Acc:HGNC:18371],29095.41676,-0.351109883,0.034224526,0.245587632,-0.341074847,0.000326516,0.012854502
ENSG00000059804,SLC2A3,"solute carrier family 2 (facilitated glucose transporter), member 3 [Source:HGNC Symbol;Acc:HGNC:11007]",3738.439545,-0.330465837,0.004003021,0.121299569,-0.256442263,0.016072232,0.117899414
ENSG00000089818,NECAP1,NECAP endocytosis associated 1 [Source:HGNC Symbol;Acc:HGNC:24539],4382.223219,-0.268620388,0.031261954,0.237538901,-0.206332624,0.00686452,0.072339765
ENSG00000165714,BORCS5,BLOC-1 related complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:17950],341.4696014,-0.291019184,0.001926252,0.097426439,-0.522695043,0.004561498,0.057753802
ENSG00000151490,PTPRO,"protein tyrosine phosphatase, receptor type, O [Source:HGNC Symbol;Acc:HGNC:9678]",1344.454669,-0.394471698,0.003865847,0.120960079,-0.245467717,0.015139439,0.113507956
ENSG00000008394,MGST1,microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061],637.8015731,0.502661176,0.013219993,0.177492434,0.519321465,0.010426435,0.092693724
ENSG00000253284,RP11-282K24.3,,40.98700335,0.479998416,0.017411175,0.193563541,0.834290974,0.022848517,NA
ENSG00000060982,BCAT1,"branched chain amino-acid transaminase 1, cytosolic [Source:HGNC Symbol;Acc:HGNC:976]",1410.953008,-0.342133461,0.004977227,0.13110644,-0.452176258,1.31E-05,0.001895602
ENSG00000123096,SSPN,sarcospan [Source:HGNC Symbol;Acc:HGNC:11322],247.3916698,0.354723384,0.021559375,0.208925996,0.56259402,0.002586046,0.041588504
ENSG00000064763,FAR2,fatty acyl CoA reductase 2 [Source:HGNC Symbol;Acc:HGNC:25531],787.5213208,-0.296929716,0.009159354,0.156561749,-0.312274241,0.005661101,0.065400353
ENSG00000257176,RP11-996F15.2,,44.49086069,0.277112887,0.039716615,0.257979171,0.95458427,0.038094196,NA
ENSG00000151229,SLC2A13,"solute carrier family 2 (facilitated glucose transporter), member 13 [Source:HGNC Symbol;Acc:HGNC:15956]",3783.044417,-0.337077983,0.012569203,0.175292019,-0.381788237,0.005380532,0.063648714
ENSG00000139168,ZCRB1,zinc finger CCHC-type and RNA binding motif 1 [Source:HGNC Symbol;Acc:HGNC:29620],985.3439906,0.183398198,0.032288608,0.240054823,0.230137355,0.04059991,0.201014527
ENSG00000139174,PRICKLE1,prickle homolog 1 [Source:HGNC Symbol;Acc:HGNC:17019],479.9706186,-0.234931813,0.031851333,0.238630116,-0.307923747,0.025448666,0.156780231
ENSG00000111371,SLC38A1,"solute carrier family 38, member 1 [Source:HGNC Symbol;Acc:HGNC:13447]",6078.936488,-0.331420229,0.026419912,0.222186419,-0.252243224,0.00334257,0.04886703
ENSG00000134287,ARF3,ADP-ribosylation factor 3 [Source:HGNC Symbol;Acc:HGNC:654],22548.39381,-0.201274299,0.044313594,0.267868618,-0.15852524,0.004767613,0.058911155
ENSG00000139644,TMBIM6,transmembrane BAX inhibitor motif containing 6 [Source:HGNC Symbol;Acc:HGNC:11723],13744.52096,0.141883257,0.047887529,0.275939218,0.202783806,0.000796296,0.020120044
ENSG00000186452,TMPRSS12,"transmembrane (C-terminal) protease, serine 12 [Source:HGNC Symbol;Acc:HGNC:28779]",5.028884132,0.688398777,0.034166587,NA,2.250222949,0.028065101,NA
ENSG00000185432,METTL7A,methyltransferase like 7A [Source:HGNC Symbol;Acc:HGNC:24550],2224.194962,0.383354239,0.040400466,0.260020782,0.612296063,0.000353327,0.013198329
ENSG00000200953,Y_RNA,Y RNA [Source:RFAM;Acc:RF00019],15.00002917,0.544303509,0.005746703,0.135278706,0.736432478,0.046902002,NA
ENSG00000161835,GRASP,GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein [Source:HGNC Symbol;Acc:HGNC:18707],1944.494865,-0.255890585,0.024319462,0.217680667,-0.253983061,0.033732102,0.182804187
ENSG00000123358,NR4A1,"nuclear receptor subfamily 4, group A, member 1 [Source:HGNC Symbol;Acc:HGNC:7980]",2971.51653,-0.992635631,2.72E-06,0.013472042,-0.676208137,0.025214866,0.156282271
ENSG00000170653,ATF7,activating transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:792],656.5896191,0.276120833,0.004990004,0.13113115,0.379806379,0.014050415,0.108924327
ENSG00000139645,ANKRD52,ankyrin repeat domain 52 [Source:HGNC Symbol;Acc:HGNC:26614],4833.69881,-0.18696225,0.041197476,0.262395051,-0.32205332,0.001096864,0.024640468
ENSG00000025423,HSD17B6,hydroxysteroid (17-beta) dehydrogenase 6 [Source:HGNC Symbol;Acc:HGNC:23316],245.4071386,0.389846453,0.031729512,0.238346376,0.776528732,0.001276154,0.02715699
ENSG00000135439,AGAP2,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16921]",23552.75246,-0.417705845,0.009892036,0.159891677,-0.366883521,0.000701533,0.018768227
ENSG00000111110,PPM1H,"protein phosphatase, Mg2+/Mn2+ dependent, 1H [Source:HGNC Symbol;Acc:HGNC:18583]",3136.567246,-0.264415798,0.00901128,0.156000363,-0.189067007,0.025654938,0.157513331
ENSG00000174106,LEMD3,LEM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28887],1276.759436,-0.1766472,0.031295417,0.237538901,-0.197870421,0.038184797,0.194896121
ENSG00000111530,CAND1,cullin-associated and neddylation-dissociated 1 [Source:HGNC Symbol;Acc:HGNC:30688],5167.625944,-0.221596476,0.046806461,0.273661529,-0.143047411,0.015446617,0.115002326
ENSG00000111605,CPSF6,"cleavage and polyadenylation specific factor 6, 68kDa [Source:HGNC Symbol;Acc:HGNC:13871]",1980.992755,-0.197634982,0.013067028,0.17700297,-0.212826469,0.014540442,0.110931846
ENSG00000153233,PTPRR,"protein tyrosine phosphatase, receptor type, R [Source:HGNC Symbol;Acc:HGNC:9680]",1121.67971,-0.385019979,0.014731791,0.182977291,-0.263983765,0.019805898,0.134571741
ENSG00000166006,KCNC2,"potassium channel, voltage gated Shaw related subfamily C, member 2 [Source:HGNC Symbol;Acc:HGNC:6234]",2557.1454,-0.363570013,0.005955724,0.13659605,-0.368731019,0.000348975,0.013149456
ENSG00000257897,RP11-812D23.1,,16.24752337,0.485058612,0.014743007,0.182977291,1.426970686,0.010256945,NA
ENSG00000198707,CEP290,centrosomal protein 290kDa [Source:HGNC Symbol;Acc:HGNC:29021],1973.6865,0.250933782,0.032407575,0.240145792,0.300440789,0.007501393,0.075963322
ENSG00000257156,RP11-13A1.3,,10.88541251,-0.578841908,0.00413072,0.121847985,-1.720252486,0.015411629,NA
ENSG00000139318,DUSP6,dual specificity phosphatase 6 [Source:HGNC Symbol;Acc:HGNC:3072],1557.727158,-0.318360624,0.025100936,0.220474087,-0.377099104,0.007217085,0.074231479
ENSG00000177889,UBE2N,ubiquitin-conjugating enzyme E2N [Source:HGNC Symbol;Acc:HGNC:12492],3144.444457,-0.235271549,0.015882228,0.187156817,-0.202294481,0.004494414,0.05727404
ENSG00000074527,NTN4,netrin 4 [Source:HGNC Symbol;Acc:HGNC:13658],1093.185931,-0.317154327,0.011224896,0.167704342,-0.443052156,0.00123287,0.026723184
ENSG00000257501,RP11-1016B18.1,,29.89461327,-0.48801834,0.014420908,0.182671161,-1.315403757,0.003352966,NA
ENSG00000257458,RP11-473C19.1,,43.17924013,0.423835043,0.039027533,0.256224728,0.538694169,0.038075454,NA
ENSG00000111647,UHRF1BP1L,UHRF1 binding protein 1-like [Source:HGNC Symbol;Acc:HGNC:29102],1770.849007,-0.313469111,0.009750342,0.159291545,-0.225829676,0.025328056,0.156408891
ENSG00000196091,MYBPC1,"myosin binding protein C, slow type [Source:HGNC Symbol;Acc:HGNC:7549]",748.2416353,0.273279763,0.034543447,0.245784059,0.61758169,0.000120867,0.007186583
ENSG00000111666,CHPT1,choline phosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:17852],937.1315992,0.22932249,0.030777557,0.236495143,0.366837261,0.000617941,0.017681577
ENSG00000111783,RFX4,"regulatory factor X, 4 (influences HLA class II expression) [Source:HGNC Symbol;Acc:HGNC:9985]",603.5070063,0.517933065,0.042340871,0.263847344,0.880412251,0.000146926,0.008035698
ENSG00000151135,TMEM263,transmembrane protein 263 [Source:HGNC Symbol;Acc:HGNC:28281],789.4086348,-0.218723846,0.003667278,0.118525202,-0.22036656,0.004211207,0.05547323
ENSG00000151136,BTBD11,BTB (POZ) domain containing 11 [Source:HGNC Symbol;Acc:HGNC:23844],813.0838232,-0.364180094,0.011636291,0.169926668,-0.330100978,0.00947052,0.0875584
ENSG00000247213,LINC01498,long intergenic non-protein coding RNA 1498 [Source:HGNC Symbol;Acc:HGNC:51164],3.837889132,-0.838724699,0.008903505,NA,-1.582352503,0.026411122,NA
ENSG00000166111,SVOP,SV2 related protein [Source:HGNC Symbol;Acc:HGNC:25417],6179.132692,-0.367523348,0.013409091,0.178516578,-0.226932985,0.026105858,0.159164691
ENSG00000122986,HVCN1,hydrogen voltage gated channel 1 [Source:HGNC Symbol;Acc:HGNC:28240],94.19425458,0.34163918,0.047573801,0.27523341,0.808744496,0.00451452,NA
ENSG00000111275,ALDH2,aldehyde dehydrogenase 2 family (mitochondrial) [Source:HGNC Symbol;Acc:HGNC:404],4926.432868,0.270617715,0.041169799,0.262395051,0.343632943,0.001462847,0.029646229
ENSG00000173064,HECTD4,HECT domain containing E3 ubiquitin protein ligase 4 [Source:HGNC Symbol;Acc:HGNC:26611],13965.10032,-0.309325489,0.006093472,0.137323181,-0.186813225,0.01533845,0.114459981
ENSG00000089169,RPH3A,rabphilin 3A [Source:HGNC Symbol;Acc:HGNC:17056],16096.36299,-0.33647802,0.020385554,0.203220257,-0.416940741,2.99E-05,0.003071717
ENSG00000186815,TPCN1,two pore segment channel 1 [Source:HGNC Symbol;Acc:HGNC:18182],3526.675778,0.230643005,0.034295757,0.245662691,0.360987929,0.000845401,0.020992497
ENSG00000196668,LINC00173,long intergenic non-protein coding RNA 173 [Source:HGNC Symbol;Acc:HGNC:33791],82.0591747,0.683163974,6.13E-05,0.0295081,0.751858134,0.008345124,NA
ENSG00000111412,C12orf49,chromosome 12 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:26128],1362.35671,-0.292673319,0.014811835,0.183020286,-0.416937084,0.005584768,0.064981835
ENSG00000088992,TESC,tescalcin [Source:HGNC Symbol;Acc:HGNC:26065],496.3148097,-0.260343339,0.025432885,0.22095495,-0.307490549,0.010130219,0.091503761
ENSG00000176871,WSB2,WD repeat and SOCS box containing 2 [Source:HGNC Symbol;Acc:HGNC:19222],9162.851159,-0.236152835,0.007791198,0.149719006,-0.295437202,9.97E-08,0.000132433
ENSG00000152137,HSPB8,heat shock 22kDa protein 8 [Source:HGNC Symbol;Acc:HGNC:30171],3760.566766,0.287582738,0.00337449,0.115899345,0.275806701,0.009530204,0.08798469
ENSG00000111737,RAB35,"RAB35, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9774]",2226.249963,-0.205683115,0.008201929,0.151540729,-0.296255999,0.000139615,0.007766928
ENSG00000122971,ACADS,"acyl-CoA dehydrogenase, C-2 to C-3 short chain [Source:HGNC Symbol;Acc:HGNC:90]",432.888311,0.404512959,0.005906913,0.13659605,0.502596101,0.014353534,0.109893977
ENSG00000261827,No Gene Symbol Available,,121.7096454,0.500886284,0.000927779,0.079099157,0.685366165,0.0015552,0.030551539
ENSG00000212694,LINC01089,long intergenic non-protein coding RNA 1089 [Source:HGNC Symbol;Acc:HGNC:27886],616.6866561,0.32453935,0.038251775,0.254475032,0.385059588,0.020605581,0.138030767
ENSG00000175727,MLXIP,MLX interacting protein [Source:HGNC Symbol;Acc:HGNC:17055],2982.897727,0.143470465,0.042603894,0.264593236,0.315631352,0.000453132,0.015053186
ENSG00000270061,RP11-214K3.19,,37.70642906,0.44488195,0.00678199,0.143223469,0.787034618,0.00877083,NA
ENSG00000151948,GLT1D1,glycosyltransferase 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26483],1758.535605,-0.308089775,0.012743514,0.176171784,-0.539517889,5.57E-09,1.81E-05
ENSG00000151952,TMEM132D,transmembrane protein 132D [Source:HGNC Symbol;Acc:HGNC:29411],1871.426548,-0.341460901,0.008652321,0.154399873,-0.260767139,0.017394285,0.124086257
ENSG00000060709,RIMBP2,RIMS binding protein 2 [Source:HGNC Symbol;Acc:HGNC:30339],4412.714548,-0.320388991,0.005001877,0.131221248,-0.211596185,0.021106978,0.139728629
ENSG00000204603,LINC01257,long intergenic non-protein coding RNA 1257 [Source:HGNC Symbol;Acc:HGNC:26972],63.92813179,-0.704177622,0.008145704,0.151241404,-1.758510312,0.005799816,NA
ENSG00000061936,SFSWAP,"splicing factor, suppressor of white-apricot family [Source:HGNC Symbol;Acc:HGNC:10790]",2017.639537,0.186680621,0.035042182,0.247728234,0.218684395,0.022262717,0.144140525
ENSG00000187848,P2RX2,"purinergic receptor P2X, ligand gated ion channel, 2 [Source:HGNC Symbol;Acc:HGNC:15459]",36.5531189,-1.562410781,0.000831604,0.079099157,-1.46641957,0.012273459,NA
ENSG00000090612,ZNF268,zinc finger protein 268 [Source:HGNC Symbol;Acc:HGNC:13061],344.8371098,0.165564618,0.039759463,0.257979171,0.346690736,0.033524842,0.182475869
ENSG00000132950,ZMYM5,"zinc finger, MYM-type 5 [Source:HGNC Symbol;Acc:HGNC:13029]",452.5704067,0.304906237,0.006065779,0.137165174,0.492199369,0.000871801,0.021289002
ENSG00000165475,CRYL1,"crystallin, lambda 1 [Source:HGNC Symbol;Acc:HGNC:18246]",1222.077246,0.219120129,0.036883514,0.250838027,0.45167808,2.54E-05,0.002837176
