symbol,Ensembl gene id,colon,kidney,liver,pancreas,lung,prostate,brain,stomach,spleen,lymph node,appendix,small intestine,adrenal gland,duodenum,adipose tissue,endometrium,placenta,testis,gall bladder,urinary bladder,thyroid gland,esophagus,heart,skin,ovary,bone marrow,salivary gland,Category
CA6,ENSG00000131686,0.02,0.07,0.0,2.76,0.02,0.0,0.0,0.0,0.37,0.27,0.2,0.0,0.0,0.0,0.0,0.0,1.29,0.05,0.02,0.0,0.02,0.12,0.85,2.11,1.53,0.41,8356.21,Highly tissue enriched
GPR39,ENSG00000183840,6.33,2.51,1.76,1.8,3.33,0.53,0.28,4.92,0.04,0.02,0.71,3.16,0.09,3.68,0.16,0.4,0.11,4.52,1.83,2.23,1.29,0.59,0.03,0.75,0.0,0.0,0.31,Mixed low
GSTZ1,ENSG00000100577,16.8,16.93,123.49,10.21,8.63,22.42,9.58,14.86,9.49,15.03,10.69,15.34,19.16,18.4,13.85,13.05,13.54,37.64,15.31,16.51,25.78,22.9,9.72,15.75,6.58,6.69,19.11,Expressed in all low
CKAP4,ENSG00000136026,42.59,14.2,15.84,13.71,18.7,36.19,11.06,44.61,12.52,9.31,31.24,16.22,25.11,14.9,13.24,42.68,44.91,11.79,27.11,35.87,20.8,40.17,29.62,23.22,23.18,56.27,25.8,Expressed in all low
DYDC2,ENSG00000133665,0.59,0.08,0.31,0.28,5.89,0.16,2.24,0.26,0.0,0.03,0.15,0.0,0.17,0.07,0.12,0.6,0.07,7.53,0.47,0.12,0.24,0.6,0.05,0.07,0.14,0.05,0.23,Group enriched
CFB,ENSG00000243649,27.29,29.55,1278.34,9.76,26.58,61.19,3.92,72.15,12.27,11.69,81.85,68.28,8.44,80.35,8.74,17.71,20.45,12.04,185.41,103.21,4.49,15.3,7.77,8.55,5.82,1.0,20.77,Moderately tissue enriched
NEBL,ENSG00000078114,10.54,30.15,1.99,9.77,48.67,17.85,46.11,11.12,0.47,1.25,2.54,1.97,20.47,1.27,2.8,2.44,12.58,21.07,4.65,6.68,113.86,40.41,264.64,47.2,2.59,0.51,53.24,Mixed high
SHE,ENSG00000169291,3.89,4.42,2.9,0.55,17.24,3.46,1.69,2.2,14.6,3.57,3.38,3.78,5.2,3.18,10.8,6.58,11.98,18.66,7.06,6.04,13.48,3.38,7.97,3.02,3.87,0.09,1.73,Mixed high
SIX5,ENSG00000177045,3.79,5.13,2.51,4.9,2.74,7.62,0.44,3.7,3.07,0.82,1.4,1.79,1.66,2.49,8.77,7.16,2.33,2.05,1.4,1.14,1.55,0.64,2.09,2.86,6.0,0.23,11.35,Mixed high
RNF41,ENSG00000181852,16.09,18.9,10.44,10.46,22.23,31.76,32.1,15.8,21.21,24.83,21.06,12.13,23.81,11.99,27.19,19.66,20.23,19.02,26.08,25.76,30.69,22.14,26.36,10.12,23.36,14.81,11.0,Expressed in all high
TUBA1C,ENSG00000167553,126.41,52.52,34.01,22.27,82.85,34.56,41.4,102.53,35.37,93.41,120.7,110.44,41.25,88.79,42.86,49.25,126.44,44.88,106.49,111.34,60.26,276.66,33.25,155.71,31.44,125.82,25.39,Expressed in all high
LARGE2,ENSG00000165905,1.61,12.07,2.2,9.09,3.71,11.29,0.03,6.43,4.95,7.71,3.09,1.35,1.43,2.17,0.33,3.56,58.06,1.78,0.9,2.54,11.55,8.96,0.23,22.75,2.19,0.94,15.73,Mixed high
,ENSG00000132139,0.05,0.05,0.0,0.07,1.91,0.06,0.13,0.06,0.01,0.03,0.0,0.02,0.0,0.1,0.84,0.27,0.01,0.14,0.06,0.03,0.1,0.03,0.07,0.23,0.0,0.03,0.1,Mixed low
GINS3,ENSG00000181938,3.45,1.73,1.91,1.05,2.93,2.0,6.06,2.28,5.55,7.59,4.77,3.01,5.97,3.7,4.74,3.51,4.22,9.32,1.85,4.45,1.8,6.48,5.41,3.49,1.33,5.87,2.06,Expressed in all low
CCNT2,ENSG00000082258,14.56,8.7,9.53,9.21,15.04,15.28,13.49,19.05,17.96,20.94,18.46,15.37,14.37,16.82,10.91,18.38,13.61,20.75,16.12,16.22,16.31,13.6,8.89,16.35,16.73,28.46,12.13,Expressed in all low
MSH6,ENSG00000116062,11.37,11.02,13.08,14.31,10.64,12.62,11.05,10.33,11.75,26.81,16.51,8.11,22.74,7.5,9.15,23.61,16.71,34.27,11.18,13.32,15.38,11.34,6.75,10.58,44.11,14.71,8.29,Expressed in all low
RGS11,ENSG00000076344,2.82,1.25,0.59,7.31,7.47,10.28,19.35,8.65,2.34,1.11,2.02,7.68,8.72,11.35,16.28,3.45,6.7,1.04,3.23,2.63,0.75,4.96,12.64,1.93,0.4,0.15,3.78,Mixed high
WTIP,ENSG00000142279,4.91,9.86,1.33,3.81,11.15,10.83,2.4,4.07,4.78,3.07,3.98,3.17,3.56,1.05,14.1,15.05,7.23,8.02,11.06,6.58,6.52,5.84,12.5,2.74,23.7,0.04,4.11,Mixed high
ARMC10,ENSG00000170632,17.66,19.1,12.28,6.49,13.39,16.18,17.06,15.25,9.74,13.64,11.81,10.71,18.04,8.58,16.55,18.98,11.94,14.27,17.0,17.72,22.57,16.54,11.22,18.14,19.74,6.58,10.71,Expressed in all low
SMIM29,ENSG00000186577,6.25,9.38,4.33,5.17,16.78,11.58,29.39,9.04,19.4,16.67,13.62,7.71,18.07,7.35,10.41,12.32,12.87,9.22,15.63,19.75,19.24,15.32,20.01,27.7,13.41,11.3,7.36,Expressed in all low
PKD1,ENSG00000008710,21.06,14.98,5.03,13.0,24.83,33.11,32.58,20.04,25.86,16.5,22.3,15.84,28.19,12.98,42.1,46.96,19.29,33.15,20.58,19.04,9.55,19.71,27.6,47.62,45.35,12.14,20.8,Expressed in all low
PLCG2,ENSG00000197943,10.5,24.59,13.66,3.29,12.24,2.91,2.55,12.48,46.83,76.1,40.44,16.11,5.55,20.28,6.6,10.33,20.32,3.31,17.64,22.8,9.85,7.14,6.0,7.21,1.76,23.94,7.79,Expressed in all low
OPRK1,ENSG00000082556,0.0,0.0,0.07,0.01,0.17,2.16,2.37,0.0,0.07,0.0,0.02,0.07,0.09,0.01,0.12,0.02,0.35,0.59,0.0,0.01,0.11,0.01,0.09,0.0,0.02,0.01,0.03,Mixed low
CC2D1B,ENSG00000154222,13.18,13.09,7.99,8.17,17.72,11.57,8.55,14.96,18.45,19.01,15.12,12.23,14.26,11.44,12.92,13.9,13.49,17.59,12.51,12.43,15.16,13.7,9.64,11.67,11.96,6.11,11.01,Expressed in all low
CHUK,ENSG00000213341,15.12,18.26,9.8,5.77,10.68,9.96,10.46,11.6,9.77,14.94,14.57,11.72,12.14,13.78,11.85,9.92,9.91,9.55,11.16,12.01,12.68,11.04,5.74,8.51,5.5,17.31,7.9,Expressed in all low
,ENSG00000215897,0.01,0.1,0.0,0.0,0.0,0.06,0.48,0.01,0.01,0.01,0.03,0.01,0.18,0.0,0.02,0.18,0.09,0.26,0.01,0.22,0.05,0.01,0.01,0.01,0.08,0.0,0.03,Not detected
KCNQ3,ENSG00000184156,0.16,0.55,0.03,0.13,0.62,0.32,13.31,0.17,0.32,0.11,0.43,0.64,1.01,0.17,0.2,0.18,0.22,0.26,0.37,0.29,0.34,0.1,0.53,0.19,0.07,0.04,0.18,Moderately tissue enriched
POLR2B,ENSG00000047315,38.42,33.24,16.81,17.11,29.08,36.14,33.54,35.26,39.25,57.19,47.88,34.92,33.88,38.01,25.93,38.29,30.82,43.21,37.16,43.47,41.29,32.39,37.96,34.46,30.39,34.51,25.98,Expressed in all high
EXOSC10,ENSG00000171824,24.15,20.07,12.87,15.01,29.42,29.85,20.75,28.43,37.69,39.73,31.93,26.24,25.59,23.91,23.63,40.3,30.58,32.55,26.16,28.3,25.93,26.9,19.74,45.49,41.54,44.14,23.1,Expressed in all high
GPAT2,ENSG00000186281,1.44,0.96,0.83,0.77,1.34,1.28,2.21,4.87,6.89,4.01,2.72,1.23,1.32,0.5,5.57,1.61,1.16,9.77,2.94,2.52,0.57,1.71,2.87,0.92,1.66,1.06,1.54,Mixed low
POLQ,ENSG00000051341,1.61,0.17,0.31,0.01,0.18,0.16,0.26,0.62,0.8,3.45,2.7,1.1,0.12,0.98,0.4,0.36,1.57,2.39,0.22,0.54,0.08,1.24,0.17,1.42,0.06,5.47,0.04,Mixed low
RHOJ,ENSG00000126785,6.49,6.63,2.56,2.23,26.48,11.39,8.11,5.41,12.17,11.07,10.08,7.19,2.84,5.69,11.52,23.39,9.62,2.95,38.12,36.18,13.23,21.29,15.77,7.31,13.77,0.02,6.13,Mixed high
NECTIN4,ENSG00000143217,2.35,1.61,0.02,1.34,3.91,7.47,0.12,10.07,0.05,0.07,0.58,0.5,0.06,0.69,0.61,1.92,16.8,0.68,5.27,14.07,0.14,49.4,0.06,60.03,0.0,0.34,13.19,Mixed high
CNTNAP3,ENSG00000106714,1.19,1.38,0.7,0.19,1.55,2.33,2.33,0.42,1.92,0.51,0.7,1.46,0.44,0.84,3.38,2.74,1.79,3.16,1.61,1.69,1.59,9.16,4.05,6.73,0.46,5.97,0.87,Mixed low
GPD2,ENSG00000115159,26.21,7.81,3.25,3.93,12.9,13.0,17.59,20.61,8.68,9.48,10.31,17.9,6.72,15.94,8.89,8.43,8.18,10.89,11.72,14.58,14.06,22.15,5.68,11.62,10.08,11.2,14.29,Expressed in all low
FAM102B,ENSG00000162636,16.75,2.94,3.31,1.91,7.31,5.52,16.55,7.9,7.14,9.53,11.53,10.99,4.27,10.36,5.14,6.97,4.91,10.17,16.91,16.4,3.67,6.7,5.45,3.3,5.33,15.11,11.11,Expressed in all low
CTNNA1,ENSG00000044115,110.79,118.14,53.81,39.66,166.95,92.58,85.4,125.62,69.2,53.28,75.3,111.17,120.86,108.19,92.15,131.44,128.38,50.14,210.31,203.52,209.4,335.18,190.24,171.12,107.07,29.41,78.84,Expressed in all high
,ENSG00000258729,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,Not detected
GATA5,ENSG00000130700,0.03,1.0,0.16,0.0,0.97,3.01,0.06,7.9,0.03,0.02,0.01,7.77,1.12,7.98,0.07,1.51,0.49,6.1,1.53,2.25,0.73,0.06,0.97,0.15,0.41,0.03,0.21,Mixed low
CRLS1,ENSG00000088766,36.04,38.58,80.16,18.83,29.47,35.95,19.79,46.17,13.64,18.05,16.8,43.73,41.7,56.48,44.48,17.02,18.58,23.87,24.54,21.11,25.6,19.14,62.02,13.86,18.83,24.89,24.17,Expressed in all high
CLRN2,ENSG00000249581,0.0,0.15,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not detected
KDELR3,ENSG00000100196,21.15,5.89,8.99,8.17,6.96,16.43,1.27,32.58,1.73,3.55,7.81,17.89,4.36,12.98,10.18,11.17,15.34,5.05,22.89,18.83,5.91,5.09,12.67,3.2,2.61,0.68,24.29,Mixed high
ABCG8,ENSG00000143921,0.27,0.12,28.38,0.0,0.01,0.0,0.12,0.27,0.01,0.02,0.07,37.53,0.04,36.69,0.16,0.05,0.0,0.07,1.24,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.03,Group enriched
GBE1,ENSG00000114480,14.44,32.31,57.47,7.93,16.2,15.41,8.38,11.07,11.71,9.6,16.56,11.74,58.0,13.8,69.76,22.1,25.51,10.39,17.46,23.11,24.06,23.6,50.07,13.95,14.94,15.88,12.09,Expressed in all low
BCL7A,ENSG00000110987,3.44,11.27,3.69,5.13,5.1,5.59,14.65,3.74,6.8,17.59,5.61,2.19,2.7,2.46,4.17,5.87,2.22,3.03,4.09,4.56,10.82,2.74,7.2,5.47,4.25,6.74,5.79,Expressed in all low
,ENSG00000198211,0.02,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.04,0.06,0.02,0.09,0.0,0.35,0.0,0.0,0.0,Not detected
GOLPH3L,ENSG00000143457,45.97,21.19,8.56,10.78,17.68,17.83,11.15,32.69,13.07,15.73,15.01,23.96,19.32,20.34,13.77,17.69,15.47,12.73,20.14,25.38,30.95,27.78,9.71,17.24,24.4,4.23,22.17,Expressed in all low
ATP8B3,ENSG00000130270,0.49,0.4,0.63,0.12,1.24,0.64,0.35,0.69,5.01,2.05,1.55,0.73,2.19,0.77,0.37,5.5,0.75,27.1,1.83,1.26,0.8,0.97,0.47,1.0,1.14,5.39,0.21,Mixed high
VPS4A,ENSG00000132612,40.49,51.06,20.64,32.59,41.39,42.56,57.78,38.67,45.99,44.79,36.34,40.93,40.92,42.34,53.22,38.79,42.52,32.13,37.06,35.23,53.38,51.52,48.21,45.32,48.87,38.48,46.97,Expressed in all high
NOTUM,ENSG00000185269,0.12,0.57,4.19,0.18,2.66,0.17,1.01,2.26,0.31,0.02,0.1,0.3,0.07,0.61,0.0,2.57,117.15,1.84,0.31,0.4,0.0,0.14,0.1,0.75,0.08,0.05,0.3,Moderately tissue enriched
RNF25,ENSG00000163481,10.49,15.93,11.62,5.63,14.72,13.79,15.88,9.08,14.83,19.83,12.33,9.82,13.25,8.27,14.89,12.33,15.03,19.84,13.11,15.13,18.62,14.87,11.5,16.61,15.46,6.89,8.93,Expressed in all low
FCRLA,ENSG00000132185,1.92,0.13,0.53,0.0,0.61,0.52,0.61,4.2,42.07,66.26,24.78,1.59,0.12,1.02,0.07,0.17,0.34,0.22,1.51,6.55,0.13,1.14,0.47,1.32,0.29,2.57,1.99,Group enriched
C17orf67,ENSG00000214226,0.56,0.27,0.81,0.54,1.13,0.88,0.5,0.76,1.58,1.25,1.33,1.19,0.27,2.05,1.08,1.37,0.43,1.16,1.81,0.82,0.43,0.41,0.29,0.65,1.38,0.29,0.57,Mixed low
ADRA1B,ENSG00000170214,0.7,3.71,3.58,0.08,1.69,0.3,8.0,0.12,11.56,1.19,0.23,0.45,1.64,0.55,2.95,0.29,0.4,0.28,0.42,0.24,0.78,0.26,1.43,0.06,3.89,0.01,0.1,Mixed high
FBXO38,ENSG00000145868,16.17,14.11,14.54,5.77,18.66,19.87,13.69,15.47,18.26,20.37,21.04,13.16,13.74,14.7,11.65,15.98,13.45,17.83,17.57,17.95,16.58,15.35,17.05,13.36,14.55,10.97,8.54,Expressed in all low
ASNS,ENSG00000070669,13.42,6.74,1.9,49.89,12.01,12.77,38.38,30.09,15.39,27.94,21.19,11.8,11.09,10.56,6.51,16.09,4.7,30.57,11.14,15.68,29.29,12.68,12.14,18.91,12.55,9.83,30.2,Expressed in all low
CCDC93,ENSG00000125633,13.71,11.77,3.19,6.32,12.91,9.06,12.2,12.08,13.51,14.16,18.24,16.59,18.84,17.77,7.78,11.83,13.28,28.52,13.0,10.29,16.6,8.21,14.5,13.65,17.0,22.94,9.53,Expressed in all low
ATP6,ENSG00000198899,4377.87,8976.55,6894.34,4432.7,3256.33,5494.06,4230.58,4079.41,2286.97,3136.06,3529.42,5754.92,7912.48,7311.11,8453.0,3073.84,3782.62,3698.36,4297.02,4344.82,2632.17,5028.48,17008.98,6585.19,3217.67,2266.26,7046.45,Expressed in all high
KBTBD3,ENSG00000182359,3.98,6.85,6.2,2.86,3.71,4.67,5.54,4.4,3.99,3.1,4.08,4.12,5.71,5.44,3.57,3.61,2.03,4.75,2.65,3.69,4.9,2.98,4.26,2.0,4.57,2.96,4.58,Expressed in all low
CTNNBIP1,ENSG00000178585,14.39,16.42,8.75,13.19,25.42,23.18,18.19,22.22,8.66,6.32,10.8,12.03,7.64,14.75,37.11,12.38,23.45,20.16,9.8,11.92,18.49,78.14,17.31,125.51,11.26,11.21,23.06,Expressed in all low
TRIM17,ENSG00000162931,0.45,0.58,0.0,0.22,0.95,1.15,2.65,0.41,3.81,0.83,0.6,0.46,0.23,0.39,0.41,2.68,0.81,17.53,0.88,1.86,1.91,0.37,0.53,1.65,1.19,0.17,2.31,Mixed high
APOBR,ENSG00000184730,28.11,1.01,2.39,0.39,10.72,1.39,0.94,4.84,21.39,5.64,16.17,7.01,1.29,4.51,0.9,1.33,2.83,0.88,3.18,4.24,0.4,1.33,0.37,2.38,0.12,18.38,0.98,Mixed high
SAMD3,ENSG00000164483,1.35,0.86,1.09,0.29,5.14,0.66,0.23,2.28,10.5,12.06,7.33,2.08,3.31,1.47,0.65,5.84,1.01,3.53,3.11,4.08,1.08,1.56,0.83,0.27,1.2,4.21,0.94,Mixed high
SBK2,ENSG00000187550,0.04,0.03,0.0,0.14,0.05,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.06,0.34,0.03,0.0,0.0,0.17,19.68,0.0,0.0,0.0,0.05,Highly tissue enriched
SNRPA,ENSG00000077312,23.43,13.24,8.61,9.34,19.21,22.49,10.09,21.18,34.56,36.15,27.86,25.75,16.69,25.07,23.33,28.4,24.24,21.14,13.97,15.47,23.68,16.82,14.37,21.77,35.6,29.08,21.19,Expressed in all low
TCTA,ENSG00000145022,20.6,35.11,18.99,9.54,24.17,32.82,23.22,22.68,17.63,16.42,14.23,17.99,27.11,17.58,22.62,17.37,14.15,14.57,19.37,18.7,47.17,11.34,15.15,10.38,23.62,7.79,18.52,Expressed in all low
KIF19,ENSG00000196169,1.45,0.06,0.3,0.85,1.86,0.38,1.63,0.91,6.16,0.2,0.93,2.57,0.15,3.47,0.33,0.4,0.01,0.51,0.68,0.41,1.29,0.19,0.21,0.04,0.14,0.19,0.96,Mixed low
,ENSG00000257207,0.43,1.41,0.51,0.02,0.66,0.53,0.19,0.58,0.89,0.44,1.39,0.75,3.14,0.5,0.97,16.58,2.25,2.85,1.68,1.64,0.53,0.23,0.67,0.06,2.11,0.1,0.69,Moderately tissue enriched
AKAP5,ENSG00000179841,7.95,1.97,0.54,0.04,2.26,0.54,16.87,0.88,1.17,2.27,2.1,1.92,0.38,0.81,0.2,2.17,1.37,0.52,1.33,1.33,0.69,0.78,0.25,0.34,0.17,0.3,0.25,Group enriched
RRP8,ENSG00000132275,9.68,8.21,10.7,5.42,8.66,12.55,6.14,8.64,12.96,14.42,11.03,8.42,9.18,9.19,9.83,12.87,11.99,9.73,9.26,12.78,9.81,12.04,10.3,9.56,9.99,13.68,7.36,Expressed in all low
ZDHHC18,ENSG00000204160,13.7,5.19,6.89,5.47,13.02,10.3,9.2,12.16,25.3,22.97,27.78,12.64,8.98,11.57,16.21,12.85,23.17,9.01,15.61,19.48,16.88,20.97,8.76,17.61,10.38,61.21,13.16,Expressed in all low
RTN4,ENSG00000115310,153.56,289.07,294.52,57.38,171.34,185.73,333.29,92.55,94.49,76.24,139.16,231.92,272.61,200.49,462.07,133.67,138.06,72.23,193.24,225.01,119.65,190.87,85.32,199.69,104.19,71.09,95.31,Expressed in all high
MIA,ENSG00000261857,1.37,0.0,0.0,0.0,0.36,1.26,0.05,48.69,1.32,0.73,4.59,1.31,2.22,1.13,0.29,0.47,1.53,0.68,1.79,0.48,0.24,3.54,1.68,5.04,0.8,0.0,22.61,Group enriched
TMEM43,ENSG00000170876,22.39,19.88,11.31,12.44,57.12,37.82,15.62,21.4,26.02,27.14,33.75,24.16,29.15,19.19,38.04,67.31,50.19,18.01,47.41,45.27,35.1,61.16,39.13,83.46,77.67,12.91,17.2,Expressed in all high
IRF2BPL,ENSG00000119669,8.33,18.56,8.92,4.73,10.72,15.25,8.35,8.35,10.04,5.33,6.77,4.99,10.24,4.97,18.31,6.87,7.53,9.95,7.34,8.9,7.69,3.65,6.92,6.98,19.24,3.19,11.88,Expressed in all low
ST7-OT4,ENSG00000214188,0.19,0.38,0.13,0.0,0.37,0.95,0.79,0.29,0.13,0.17,0.0,0.26,0.86,0.09,0.63,0.54,1.14,6.88,0.77,0.0,1.88,0.32,1.3,0.35,1.23,0.13,0.41,Mixed low
AIDA,ENSG00000186063,21.8,20.69,20.49,10.69,36.61,21.0,16.49,20.08,25.27,36.6,29.07,17.43,28.58,17.45,48.16,28.86,27.41,38.11,34.17,39.96,27.48,35.69,25.16,15.68,27.83,11.85,15.51,Expressed in all high
NINJ2,ENSG00000171840,4.88,1.16,6.95,0.87,43.78,2.24,10.19,3.7,7.16,14.03,10.26,3.71,1.39,5.34,8.31,3.05,3.81,5.14,5.76,13.42,0.82,8.89,6.18,4.4,0.96,22.71,2.25,Mixed high
CCDC66,ENSG00000180376,7.81,8.03,2.86,4.73,9.96,11.51,7.73,9.11,12.17,16.98,14.71,6.77,9.74,6.84,8.48,15.42,7.2,21.28,7.96,8.95,12.16,6.87,6.5,10.44,13.3,9.86,8.93,Expressed in all low
SEMA3G,ENSG00000010319,6.24,17.04,0.69,1.41,15.92,4.45,4.49,3.82,9.38,1.96,3.15,8.55,1.79,2.36,77.78,5.1,21.75,1.3,7.25,5.49,3.45,5.0,7.3,3.18,1.53,0.15,8.56,Mixed high
ARHGAP8,ENSG00000241484,10.59,9.7,1.11,5.47,8.91,9.06,0.62,6.9,10.78,0.68,1.57,3.5,0.67,3.84,2.3,3.79,10.29,3.69,6.74,3.03,12.08,2.88,0.06,1.12,0.2,1.38,22.04,Mixed high
NCBP3,ENSG00000074356,21.4,16.64,8.98,12.7,21.24,19.91,18.44,24.72,22.58,29.47,24.13,26.9,18.9,25.67,16.26,25.97,28.88,33.08,23.13,19.13,21.2,19.89,15.63,26.34,23.18,37.12,16.34,Expressed in all low
C1QTNF2,ENSG00000145861,1.48,0.36,0.2,0.15,2.09,1.56,0.49,0.59,0.61,0.17,0.6,1.38,0.6,0.99,1.4,1.89,0.87,2.08,1.91,1.61,0.46,1.27,2.49,0.56,0.56,0.0,0.42,Mixed low
RHBDF1,ENSG00000007384,10.43,6.39,3.26,9.33,28.36,28.57,5.02,16.77,9.61,6.91,9.09,8.27,7.71,9.84,15.11,22.41,39.33,5.79,29.28,21.72,16.02,22.62,23.35,36.82,31.17,0.54,27.22,Mixed high
UGT1A10,ENSG00000242515,38.28,0.54,0.48,0.0,0.0,0.0,0.04,33.71,0.0,0.01,4.03,48.24,0.0,69.81,0.32,0.07,0.0,0.48,26.29,1.69,0.02,17.09,0.0,0.87,0.0,0.0,0.0,Group enriched
UGGT2,ENSG00000102595,7.93,8.96,7.33,8.01,7.17,11.07,7.46,9.11,5.16,3.23,7.74,4.92,11.32,5.46,9.85,14.2,11.85,16.16,8.97,10.62,15.5,6.3,6.46,4.56,8.67,3.13,7.21,Expressed in all low
HCK,ENSG00000101336,11.74,2.47,8.03,1.98,35.37,2.44,5.56,6.76,69.19,36.39,86.15,15.4,8.87,13.06,3.02,3.13,17.6,3.47,15.23,24.04,2.86,6.08,3.36,5.16,2.2,32.71,3.4,Expressed in all low
ZNF514,ENSG00000144026,7.22,7.18,2.63,4.7,9.45,12.54,8.73,10.12,10.74,8.54,7.13,9.42,7.96,8.94,7.85,13.87,6.47,10.93,6.63,6.65,12.8,5.93,6.35,13.13,18.73,1.64,10.19,Expressed in all low
NEDD8,ENSG00000129559,108.51,121.1,100.21,37.39,96.71,101.64,112.91,89.8,104.69,115.21,105.43,82.69,131.79,74.89,102.92,90.94,108.33,61.77,82.38,108.07,90.36,104.01,142.72,105.11,95.41,86.19,83.07,Expressed in all high
TAL2,ENSG00000186051,0.08,1.84,0.05,0.0,0.0,0.12,0.51,0.0,0.24,0.2,0.0,0.06,0.09,0.0,0.0,0.06,0.14,0.3,0.07,0.11,0.13,0.1,0.09,0.18,0.13,0.0,0.0,Mixed low
UBQLNL,ENSG00000175518,0.12,0.14,0.17,0.03,0.26,0.33,0.06,0.11,0.35,0.3,0.13,0.14,0.1,0.12,0.14,0.13,0.18,19.33,0.27,0.15,0.18,0.19,0.07,0.4,0.39,0.2,0.17,Moderately tissue enriched
SYTL2,ENSG00000137501,72.5,24.11,6.68,2.71,18.74,13.74,40.54,117.97,11.49,13.69,16.93,27.67,12.54,21.68,19.08,9.82,14.14,8.33,33.18,33.89,6.33,20.98,10.34,9.73,4.13,4.78,6.1,Expressed in all low
ZNF350,ENSG00000256683,5.95,5.43,2.13,2.08,5.31,21.04,3.93,4.93,7.08,7.09,5.2,4.8,4.04,4.4,3.92,5.6,6.38,5.23,4.76,5.83,8.57,4.02,3.79,5.15,7.74,6.47,4.08,Expressed in all low
,ENSG00000259119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not detected
VPS41,ENSG00000006715,25.31,27.6,17.83,12.84,26.73,22.78,61.56,25.48,28.56,32.65,25.46,21.06,23.53,18.26,21.61,31.76,27.25,24.51,47.75,40.69,41.46,29.42,28.52,21.04,31.2,11.24,13.22,Expressed in all high
RAB27B,ENSG00000041353,5.94,0.49,1.05,2.32,5.18,18.86,14.11,38.69,1.64,0.6,1.73,5.01,2.61,4.75,0.69,0.88,1.15,3.28,4.62,9.62,0.42,15.94,0.06,12.72,0.19,0.7,10.37,Mixed high
PARP1,ENSG00000143799,28.07,23.18,23.3,19.52,25.9,36.56,48.56,27.6,56.37,117.75,59.28,26.99,23.86,25.17,24.23,30.59,56.7,48.32,22.86,42.71,29.79,28.87,38.7,20.39,25.14,21.7,20.68,Expressed in all high
TRIM29,ENSG00000137699,7.97,1.7,1.06,0.83,7.07,29.05,0.4,3.58,0.32,0.22,1.0,1.01,1.55,1.77,0.78,1.79,36.78,6.59,11.62,42.29,0.13,513.98,1.89,545.66,0.35,1.01,49.72,Group enriched
IL12RB2,ENSG00000081985,0.38,0.41,0.47,1.13,0.45,0.13,3.0,0.73,1.79,2.66,2.01,0.54,0.76,0.68,0.8,0.25,7.2,1.23,0.94,0.76,0.19,1.52,0.37,1.15,0.41,0.48,1.46,Mixed low
TMEM62,ENSG00000137842,15.85,7.18,7.96,5.67,11.11,8.67,9.85,12.43,9.62,13.09,10.0,15.1,8.36,14.35,8.15,9.44,12.43,3.89,12.84,9.38,12.42,9.47,5.4,5.61,6.05,12.06,14.6,Expressed in all low
POLE3,ENSG00000148229,28.4,19.71,20.74,12.39,26.05,23.75,23.47,24.08,31.6,54.1,36.61,22.86,29.2,24.4,19.47,28.05,27.24,44.65,20.7,32.11,24.0,33.24,20.92,33.0,23.13,76.02,22.12,Expressed in all high
CCT4,ENSG00000115484,55.75,58.77,34.96,40.86,47.25,59.46,57.25,50.85,50.57,92.03,74.26,48.81,76.86,48.73,49.66,82.83,72.53,86.93,56.47,73.83,77.59,74.28,58.18,60.11,116.15,51.25,46.63,Expressed in all high
NHLRC3,ENSG00000188811,16.79,15.66,13.69,5.73,16.23,14.33,11.76,19.97,20.78,17.65,15.81,15.35,14.22,14.18,19.01,17.0,20.44,13.25,17.13,13.33,21.5,8.01,8.78,13.69,16.47,8.77,11.24,Expressed in all low
GK5,ENSG00000175066,14.28,8.07,2.91,4.51,9.67,27.24,8.74,11.87,6.06,5.76,10.67,19.78,12.45,18.24,10.49,18.84,4.58,11.01,9.53,7.77,12.91,8.45,5.81,12.8,20.51,11.14,13.19,Expressed in all low
MYOD1,ENSG00000129152,0.0,0.02,0.04,0.0,0.0,1.24,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.17,0.0,0.0,0.0,0.12,0.0,0.01,0.0,0.0,0.0,Mixed low
TCIRG1,ENSG00000110719,40.67,10.97,16.39,130.84,56.52,32.5,3.92,65.75,129.14,67.76,81.77,54.71,51.0,74.89,34.37,42.8,36.84,9.07,37.38,44.01,17.15,14.62,10.41,21.95,24.25,118.75,55.46,Expressed in all low
