EnsemblID,Gene type,Gene symbol,Section-related expressed,PCC with DS2 (human),PCC with DS2 (macaque),Section specificity in human (Log2FC),Section specificity in chimpanzee (Log2FC),Section specificity in macaque (Log2FC),Layer marker in human,Log2FC to other layers in human,Specificity score in human,Layer marker in chimpanzee,Log2FC to other layers in chimpanzee,Specificity score in chimpanzee,Layer marker in macaque,Log2FC to other layers in macaque,Specificity score in macaque,Correlation to human ISH pattern,Human-specific changed,Chimpanzee-specific changed,Macaque-specific changed,Type of lineage-specific change
ENSG00000006534.11,protein_coding,ALDH3B1,TRUE,NA,NA,1.482516627,1.202928719,1.391399279,NA,NA,NA,No,NA,NA,L6,0.64331 ,0.78650 ,NA,FALSE,FALSE,TRUE,T2
ENSG00000006576.12,protein_coding,PHTF2,TRUE,0.04110 ,0.15601 ,0.705468675,0.917860162,0.158065422,L6,0.539422556,0.71660 ,L6,0.56228 ,0.65949 ,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000006607.8,protein_coding,FARP2,TRUE,0.90438 ,0.97024 ,0.280229683,0.320137101,0.323456065,NA,NA,NA,L6,0.32637 ,0.59723 ,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000006611.10,protein_coding,USH1C,TRUE,0.93992 ,0.98152 ,3.267778912,2.870912544,1.914157958,NA,NA,NA,No,NA,NA,L1,2.04340 ,0.18236 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000006625.13,protein_coding,GGCT,TRUE,0.57250 ,0.89939 ,0.551424446,0.326863665,0.368506187,L2,0.545277703,0.51637 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000006652.9,protein_coding,IFRD1,TRUE,0.33083 ,0.72375 ,0.672137607,0.470760618,0.371404308,NA,NA,NA,No,NA,NA,L6,0.18327 ,0.49455 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000006695.6,protein_coding,COX10,TRUE,0.85662 ,0.85179 ,0.316661311,0.131143702,0.263014196,L4,0.481375349,0.17969 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000006704.6,protein_coding,GTF2IRD1,TRUE,0.93276 ,0.82916 ,0.479366465,0.218688597,0.59517087,L2,0.558900016,0.40281 ,No,NA,NA,L2,0.53709 ,0.40063 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000006712.10,protein_coding,PAF1,TRUE,-0.14977 ,-0.34643 ,0.42125439,0.432798334,0.197239458,NA,NA,NA,L6,0.20946 ,0.56701 ,No,NA,NA,NA,FALSE,FALSE,TRUE,T2
ENSG00000006715.11,protein_coding,VPS41,TRUE,0.59391 ,0.63560 ,0.267217822,0.268187565,0.309856055,NA,NA,NA,No,NA,NA,L4,0.30611 ,0.40183 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000006740.11,protein_coding,ARHGAP44,TRUE,0.60518 ,0.95699 ,0.257820162,0.127802112,0.173934481,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000006744.12,protein_coding,ELAC2,TRUE,0.97497 ,0.06143 ,0.092710536,0.159595337,0.119782425,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000006747.10,protein_coding,SCIN,TRUE,0.94404 ,0.50864 ,1.959539356,0.543445858,2.275049231,L1,1.312026268,0.61187 ,No,NA,NA,L1,1.88728 ,0.38668 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000006757.7,protein_coding,PNPLA4,FALSE,-0.51934 ,0.21830 ,0.224027425,0.169505906,0.116722017,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000006831.9,protein_coding,ADIPOR2,TRUE,0.97613 ,0.96953 ,2.26332011,1.958612299,1.073892305,L6,1.282648639,0.89092 ,L6,1.10886 ,0.74304 ,L6,0.62304 ,0.65314 ,NA,FALSE,FALSE,TRUE,T2
ENSG00000006837.6,protein_coding,CDKL3,TRUE,0.13626 ,0.42911 ,0.210184839,0.32887065,0.209131012,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000007047.10,protein_coding,MARK4,TRUE,-0.14490 ,0.93529 ,0.177366279,0.145550729,0.266907865,NA,NA,NA,No,NA,NA,L5,0.28973 ,0.53352 ,NA,FALSE,FALSE,TRUE,T2
ENSG00000007062.7,protein_coding,PROM1,TRUE,0.13509 ,0.67233 ,0.244144092,0.55041811,0.962861282,NA,NA,NA,No,NA,NA,L1,0.86264 ,0.17078 ,NA,FALSE,FALSE,TRUE,T3
ENSG00000007080.6,protein_coding,CCDC124,TRUE,-0.90241 ,0.64557 ,0.157905044,0.137109848,0.125062893,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000007168.7,protein_coding,PAFAH1B1,TRUE,0.84029 ,0.84537 ,0.208619134,0.159641464,0.153220836,NA,NA,NA,No,NA,NA,L4,0.23379 ,0.35680 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000007171.12,protein_coding,NOS2,TRUE,NA,NA,1.563848965,0.686644647,0.842578069,NA,NA,NA,L3,0.93201 ,0.32430 ,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000007202.10,protein_coding,KIAA0100,TRUE,0.76319 ,0.88526 ,0.131516201,0.044982482,0.113720244,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000007237.13,protein_coding,GAS7,TRUE,-0.26319 ,0.60752 ,0.137165644,0.552297997,0.219191595,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000007255.6,protein_coding,TRAPPC6A,TRUE,NA,NA,0.613654335,0.171138982,0.057629188,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000007264.9,protein_coding,MATK,TRUE,-0.85977 ,0.96735 ,0.227174471,0.280246158,0.177513968,NA,NA,NA,L3,0.57313 ,0.22987 ,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000007341.14,protein_coding,ST7L,TRUE,0.72067 ,0.45387 ,0.534170332,0.227414929,0.293751909,L6,0.199175096,0.71100 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000007372.15,protein_coding,PAX6,TRUE,0.88907 ,0.97201 ,0.947104117,0.854228731,1.127026018,NA,NA,NA,No,NA,NA,L1,1.02340 ,0.13608 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000007376.3,protein_coding,RPUSD1,TRUE,0.89134 ,0.95699 ,0.302135859,0.384817698,0.469821697,NA,NA,NA,L3,0.60745 ,0.29453 ,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000007384.11,protein_coding,RHBDF1,TRUE,0.93266 ,0.81364 ,0.620108896,0.676076966,0.804247939,NA,NA,NA,No,NA,NA,No,NA,NA,NA,TRUE,FALSE,FALSE,T2
ENSG00000007392.12,protein_coding,LUC7L,FALSE,0.47750 ,0.83941 ,0.223405438,0.204682515,0.245106187,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000007402.7,protein_coding,CACNA2D2,TRUE,0.86754 ,0.65034 ,0.355709111,0.298157924,0.520043037,L4,0.532919397,0.24029 ,No,NA,NA,L5,0.50868 ,0.64912 ,NA,FALSE,FALSE,TRUE,T1
ENSG00000007516.9,protein_coding,BAIAP3,TRUE,0.89388 ,-0.00693 ,1.052596516,1.146319699,0.660784682,L3,0.910145752,0.36608 ,L3,1.06119 ,0.33747 ,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000007520.3,protein_coding,TSR3,FALSE,-0.02903 ,0.90328 ,0.257669257,0.09667638,0.179633827,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000007541.10,protein_coding,PIGQ,TRUE,0.88015 ,0.75812 ,0.254358892,0.374992502,0.14627398,NA,NA,NA,L3,0.55484 ,0.32349 ,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000007545.11,protein_coding,CRAMP1L,FALSE,0.10453 ,0.89817 ,0.137776585,0.119263627,0.136602155,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000007866.14,protein_coding,TEAD3,TRUE,0.65099 ,0.03758 ,1.363437858,1.414547961,0.99253481,NA,NA,NA,L1,0.97272 ,0.23179 ,L1,0.87505 ,0.29549 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000007923.11,protein_coding,DNAJC11,TRUE,0.74421 ,0.95607 ,0.099749841,0.048508662,0.176981924,NA,NA,NA,No,NA,NA,L5,0.23046 ,0.59449 ,NA,FALSE,FALSE,TRUE,T3
ENSG00000007944.10,protein_coding,MYLIP,TRUE,-0.55043 ,0.79888 ,0.845239234,0.818646333,0.793219059,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000008018.8,protein_coding,PSMB1,TRUE,0.95731 ,0.57321 ,0.327132221,0.212284038,0.21305812,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T3
ENSG00000008056.8,protein_coding,SYN1,TRUE,0.71273 ,0.78143 ,0.25550936,0.231311605,0.259345974,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T3
ENSG00000008083.9,protein_coding,JARID2,FALSE,-0.20291 ,0.80599 ,0.138043363,0.117994173,0.231756178,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000008086.6,protein_coding,CDKL5,TRUE,0.82040 ,0.79043 ,0.253118609,0.204856657,0.472667562,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T3
ENSG00000008118.5,protein_coding,CAMK1G,TRUE,0.90002 ,0.97207 ,0.423498812,0.230713231,0.736831507,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000008130.11,protein_coding,NADK,TRUE,-0.47307 ,0.93779 ,0.287728724,0.158245,0.394468172,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000008256.11,protein_coding,CYTH3,TRUE,-0.35250 ,0.57411 ,0.244260403,0.214447603,0.236497105,NA,NA,NA,L2,0.21567 ,0.45744 ,L2,0.14829 ,0.47099 ,NA,FALSE,FALSE,TRUE,T2
ENSG00000008277.10,protein_coding,ADAM22,TRUE,0.92205 ,0.95356 ,0.190285545,0.119900195,0.312731231,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000008282.3,protein_coding,SYPL1,TRUE,0.95799 ,0.95754 ,2.529853905,1.733535141,1.066673419,L6,1.404574572,0.85314 ,L6,0.70445 ,0.69939 ,L6,0.50577 ,0.72093 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000008283.11,protein_coding,CYB561,TRUE,0.97680 ,0.96230 ,0.225590849,0.228500401,0.189646307,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000008294.16,protein_coding,SPAG9,TRUE,0.97930 ,0.94147 ,1.196960198,0.932820891,0.19074345,L6,0.575742905,0.82848 ,L6,0.33979 ,0.71323 ,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000008300.10,protein_coding,CELSR3,TRUE,0.98274 ,0.82331 ,0.369145795,0.050039389,0.223496259,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000008311.10,protein_coding,AASS,TRUE,0.89870 ,0.92836 ,2.410249283,1.23197577,1.154272775,L6,1.159230375,0.73728 ,No,NA,NA,L1,0.95702 ,0.44866 ,NA,TRUE,FALSE,FALSE,T2
ENSG00000008324.6,protein_coding,SS18L2,FALSE,0.76105 ,0.45251 ,0.218458771,0.207010492,0.138538733,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000008382.11,protein_coding,MPND,TRUE,-0.70504 ,0.70113 ,0.172911646,0.190877819,0.309423436,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T2
ENSG00000008394.7,protein_coding,MGST1,TRUE,0.73701 ,0.98140 ,0.830852876,0.403484949,1.187727778,NA,NA,NA,No,NA,NA,L6,1.12210 ,0.76777 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000008405.7,protein_coding,CRY1,TRUE,0.94474 ,0.37076 ,0.875361747,0.811584663,0.456391188,NA,NA,NA,L6,0.32161 ,0.75538 ,No,NA,NA,NA,FALSE,FALSE,TRUE,T3
ENSG00000008438.4,protein_coding,PGLYRP1,FALSE,-0.10094 ,-0.17037 ,0.117335217,0.514399267,0.207522959,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000008441.12,protein_coding,NFIX,TRUE,0.47605 ,0.21122 ,0.522016187,0.102575647,0.219106073,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000008513.10,protein_coding,ST3GAL1,TRUE,-0.14356 ,0.88679 ,0.536946659,0.361073781,0.156248124,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000008710.13,protein_coding,PKD1,TRUE,0.77918 ,0.87160 ,0.156845918,0.19156888,0.131860014,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000008735.10,protein_coding,MAPK8IP2,TRUE,-0.55900 ,0.81536 ,0.185333095,0.151628896,0.169151857,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000008838.13,protein_coding,MED24,TRUE,0.71176 ,-0.16835 ,0.096050605,0.094668373,0.10748901,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000008853.12,protein_coding,RHOBTB2,TRUE,0.94340 ,0.98346 ,0.600661751,0.418201344,0.51105761,NA,NA,NA,No,NA,NA,L3,0.53509 ,0.29385 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000008869.7,protein_coding,HEATR5B,TRUE,0.90582 ,0.90670 ,0.178767417,0.15194337,0.14696113,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T3
ENSG00000008952.12,protein_coding,SEC62,TRUE,0.93019 ,-0.23931 ,0.715666996,0.153874008,0.156180138,L6,0.500140554,0.67728 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000008988.5,protein_coding,RPS20,TRUE,0.94402 ,0.91015 ,0.990736122,0.868817749,0.865615552,L1,0.737438034,0.73084 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T2
ENSG00000009307.11,protein_coding,CSDE1,TRUE,0.87255 ,0.15333 ,0.334767567,0.145397454,0.14464647,L6,0.245779807,0.44042 ,No,NA,NA,L4,0.13327 ,0.57252 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000009335.13,protein_coding,UBE3C,TRUE,0.88229 ,0.95320 ,0.166124094,0.072733884,0.131278959,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000009413.11,protein_coding,REV3L,TRUE,-0.06501 ,0.74518 ,0.480855037,0.197968633,1.119264227,L6,0.455484007,0.50323 ,No,NA,NA,L1,0.96102 ,0.13541 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000009694.9,protein_coding,TENM1,TRUE,NA,NA,0.358300742,0.516200945,0.561170868,NA,NA,NA,L6,0.61952 ,0.41350 ,L6,0.54218 ,0.67395 ,NA,FALSE,FALSE,TRUE,T2
ENSG00000009709.7,protein_coding,PAX7,TRUE,NA,NA,0.838331352,0.737179624,0.114933364,L4,1.227474649,0.25474 ,L4,1.30170 ,0.21210 ,No,NA,NA,NA,FALSE,FALSE,TRUE,T3
ENSG00000009724.12,protein_coding,MASP2,FALSE,0.02697 ,-0.14683 ,0.271607765,0.183607442,0.26391641,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000009780.11,protein_coding,FAM76A,TRUE,0.74398 ,0.92752 ,0.632719041,0.562760408,0.436931035,L6,0.436643644,0.78567 ,L6,0.35013 ,0.70523 ,No,NA,NA,NA,TRUE,FALSE,FALSE,T2
ENSG00000009830.7,protein_coding,POMT2,TRUE,0.78027 ,0.72672 ,0.734140926,0.971365444,0.242542541,L6,0.406563204,0.73035 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T2
ENSG00000009844.10,protein_coding,VTA1,TRUE,0.75289 ,0.49601 ,0.188895085,0.11488006,0.138289038,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000009950.11,protein_coding,MLXIPL,TRUE,0.94339 ,0.45213 ,0.460487073,0.422335366,0.795340323,L4,0.80827986,0.25188 ,No,NA,NA,L3,0.86214 ,0.41292 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000009954.6,protein_coding,BAZ1B,TRUE,0.86232 ,0.34058 ,0.551871863,0.530055541,0.075365847,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000010017.9,protein_coding,RANBP9,TRUE,0.80274 ,0.97560 ,0.193902246,0.130204835,0.204879663,NA,NA,NA,No,NA,NA,L4,0.26016 ,0.32262 ,NA,TRUE,FALSE,FALSE,T3
ENSG00000010030.9,protein_coding,ETV7,TRUE,-0.18660 ,0.54179 ,0.742311321,0.729764083,0.32790585,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T1
ENSG00000010072.11,protein_coding,SPRTN,TRUE,0.00054 ,-0.53446 ,1.053552323,0.971798124,0.284077824,L6,0.585692499,0.71630 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000010165.14,protein_coding,METTL13,TRUE,0.96242 ,0.81646 ,0.118235605,0.191231577,0.113037488,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000010219.8,protein_coding,DYRK4,TRUE,0.77767 ,0.01611 ,0.637504674,0.556746579,0.348959604,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T3
ENSG00000010244.12,protein_coding,ZNF207,FALSE,0.21954 ,0.61768 ,0.079113359,0.038410169,0.153805637,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000010256.6,protein_coding,UQCRC1,TRUE,0.90778 ,0.68440 ,0.108753582,0.172603741,0.193809938,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000010270.9,protein_coding,STARD3NL,FALSE,0.24703 ,0.89623 ,0.087539205,0.072697938,0.056580372,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000010278.7,protein_coding,CD9,TRUE,0.97135 ,0.97581 ,2.590444222,2.313091417,1.648232916,L6,1.70473655,0.88528 ,L6,1.42648 ,0.75360 ,L6,0.94270 ,0.84120 ,NA,FALSE,FALSE,TRUE,T2
ENSG00000010282.10,protein_coding,HHATL,TRUE,0.88433 ,0.96547 ,2.142360526,1.726604183,0.978261585,L6,1.023996129,0.72544 ,L1,1.12541 ,0.41900 ,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000010292.8,protein_coding,NCAPD2,TRUE,0.58591 ,0.82181 ,1.484671677,1.271380197,0.148655551,L6,0.819625921,0.80146 ,L6,0.55036 ,0.70422 ,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000010295.15,protein_coding,IFFO1,TRUE,0.95030 ,0.97267 ,0.317143891,0.193851052,0.157824439,L3,0.506409005,0.23981 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000010318.14,protein_coding,PHF7,FALSE,-0.25821 ,0.44378 ,0.108788419,0.210875659,0.183122544,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000010319.2,protein_coding,SEMA3G,TRUE,0.92650 ,0.98751 ,2.062287179,1.122677976,0.716980178,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000010322.11,protein_coding,NISCH,TRUE,0.93519 ,0.39209 ,0.151856404,0.144040524,0.142948874,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000010327.6,protein_coding,STAB1,TRUE,0.84474 ,0.73411 ,2.10798032,1.403380029,1.825742983,L1,1.462137871,0.41720 ,No,NA,NA,L1,1.57586 ,0.38666 ,NA,TRUE,FALSE,FALSE,T2
ENSG00000010361.9,protein_coding,FUZ,TRUE,0.67777 ,-0.21990 ,0.546687704,0.74965811,0.19816981,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000010379.11,protein_coding,SLC6A13,TRUE,-0.34701 ,0.97425 ,1.542865144,2.904660631,3.501543893,L1,1.217556149,0.58171 ,No,NA,NA,L1,2.90445 ,0.39982 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000010404.13,protein_coding,IDS,TRUE,-0.79522 ,0.67714 ,0.188977879,0.280278299,0.875670805,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000010438.12,protein_coding,PRSS3,TRUE,NA,NA,0.193473943,0.354215721,0.106944524,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000010539.7,protein_coding,ZNF200,FALSE,NA,NA,0.096381294,0.241216361,0.175070231,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000010610.5,protein_coding,CD4,TRUE,0.91486 ,0.89246 ,1.718100573,1.240421353,1.371872436,L1,1.226559092,0.45220 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000010626.10,protein_coding,LRRC23,FALSE,0.47659 ,0.01583 ,0.172449749,0.252584059,0.106093747,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000010671.11,protein_coding,BTK,TRUE,NA,NA,1.038324851,1.024984078,1.012381043,NA,NA,NA,No,NA,NA,L1,0.83544 ,0.46200 ,NA,FALSE,TRUE,FALSE,T2
ENSG00000010704.14,protein_coding,HFE,TRUE,NA,NA,1.13153154,1.613065024,1.040479273,NA,NA,NA,L1,0.91658 ,0.58118 ,L1,0.92111 ,0.43660 ,NA,FALSE,FALSE,TRUE,T1
ENSG00000010803.12,protein_coding,SCMH1,TRUE,-0.84496 ,0.58060 ,0.180546465,0.293461826,0.484656444,NA,NA,NA,No,NA,NA,L2,0.37431 ,0.29080 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000010810.12,protein_coding,FYN,TRUE,0.86211 ,0.85878 ,0.174316009,0.305267129,0.351406876,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000010818.4,protein_coding,HIVEP2,TRUE,0.86738 ,0.86685 ,0.358455027,0.17282453,0.107007562,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,TRUE,T2
ENSG00000010932.11,protein_coding,FMO1,TRUE,0.68243 ,0.55679 ,0.568321061,0.494119886,0.870865919,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000011007.7,protein_coding,TCEB3,TRUE,0.22849 ,0.34086 ,0.381762722,0.216385067,0.11947902,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,TRUE,FALSE,T1
ENSG00000011009.6,protein_coding,LYPLA2,TRUE,0.93745 ,0.67056 ,0.201980601,0.284008279,0.088660081,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000011021.17,protein_coding,CLCN6,TRUE,0.80385 ,0.80913 ,0.301633566,0.143317046,0.218965576,L4,0.362354867,0.20655 ,No,NA,NA,L5,0.21090 ,0.48329 ,NA,TRUE,FALSE,FALSE,T3
ENSG00000011028.9,protein_coding,MRC2,TRUE,0.79051 ,0.84204 ,0.63233769,1.677677923,1.521391413,NA,NA,NA,L1,1.05761 ,0.63863 ,L1,1.27642 ,0.42809 ,NA,FALSE,FALSE,TRUE,T2
ENSG00000011083.4,protein_coding,SLC6A7,TRUE,0.96523 ,0.97259 ,0.64842803,0.337915944,0.386653409,L3,1.214868272,0.21872 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000011105.7,protein_coding,TSPAN9,TRUE,0.97117 ,0.90180 ,0.739098905,0.393554684,0.427309793,L3,1.181645148,0.25332 ,L3,0.62288 ,0.24513 ,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000011114.10,protein_coding,BTBD7,TRUE,0.91903 ,0.83114 ,0.6142313,0.560628052,0.633360107,NA,NA,NA,No,NA,NA,L1,0.55131 ,0.17814 ,NA,FALSE,FALSE,FALSE,NA
ENSG00000011132.7,protein_coding,APBA3,TRUE,0.76773 ,0.88853 ,0.716678475,0.571494742,0.319313935,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000011143.12,protein_coding,MKS1,TRUE,0.17913 ,0.88419 ,0.38664553,0.321498115,0.432334418,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000011198.3,protein_coding,ABHD5,TRUE,0.95452 ,0.74969 ,1.291689009,1.004790062,0.250978275,L6,0.530689813,0.87322 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000011201.6,protein_coding,KAL1,TRUE,0.82781 ,0.87391 ,0.882331227,0.933443021,0.402416895,L2,0.878586912,0.36965 ,L2,0.80894 ,0.49792 ,L2,0.41759 ,0.45652 ,NA,FALSE,FALSE,TRUE,T1
ENSG00000011243.12,protein_coding,AKAP8L,FALSE,-0.02923 ,0.65291 ,0.135499456,0.105812735,0.095987381,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000011258.11,protein_coding,MBTD1,TRUE,0.79534 ,0.73978 ,1.488830191,0.78841303,0.312175414,L6,0.807354828,0.86426 ,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000011260.9,protein_coding,UTP18,TRUE,0.81891 ,0.64079 ,0.096842439,0.066213686,0.082552305,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000011275.14,protein_coding,RNF216,TRUE,-0.61779 ,0.68184 ,0.111245826,0.12355102,0.200503001,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000011295.10,protein_coding,TTC19,TRUE,0.97014 ,0.43792 ,0.256135043,0.106953158,0.043941179,NA,NA,NA,No,NA,NA,No,NA,NA,NA,FALSE,FALSE,FALSE,NA
ENSG00000011304.11,protein_coding,PTBP1,TRUE,0.75277 ,0.89607 ,1.020149501,0.819421518,0.807550007,NA,NA,NA,No,NA,NA,L1,0.69970 ,0.32511 ,NA,FALSE,FALSE,FALSE,NA
